age,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,location
20,131700.33,5,5,39455.64,7891.128,0.0478486725852121,0.3070493850815751,0.6079384341503521,0.0,0.0,0.0,0.0371635081828605,0.0,0.0,Cross River
36,212404.08,96,6,109973.05,18328.841666666667,0.0,0.0660329962659033,0.203245977082567,0.6366572537544426,0.0,0.0185755510099974,0.0,0.0754882218870896,0.0,Enugu
20,8478.56,4,4,11067.24,2766.81,0.0,0.0,0.4369382068157915,0.0,0.1599802660826005,0.1193974288079051,0.0,0.2836840982937028,0.0,Delta
40,121006.25,196,3,48948.74,16316.246666666666,0.0,0.0,0.044349047595505,0.0,0.8466918658171793,0.0,0.0,0.0,0.1089590865873156,Kwara
24,52587.9,280,1,1884.08,1884.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Oyo
58,95261.94,116,5,100827.79,20165.558,0.0090388770794242,0.0,0.0,0.0,0.626209897092855,0.0,0.0,0.0,0.3647512258277207,Imo
21,20223.78,413,3,177102.94,59034.31333333333,0.0,0.035209127527753,0.9598265844711557,0.0049642880010913,0.0,0.0,0.0,0.0,0.0,Oyo
40,30725.67,6,8,158041.34000000003,19755.167500000003,0.0613212340517993,0.0052800741881839,0.0088221221105819,0.2512505905100526,0.561505616188777,0.0,0.0918392618032724,0.0199811011473327,0.0,Ogun
23,33702.98,11,6,54203.5,9033.916666666666,0.5754237272500853,0.0631782080492957,0.2147684190135323,0.0498128349645318,0.0,0.0,0.0,0.0968168107225548,0.0,Enugu
33,18644.52,18,6,170307.45,28384.575,0.0031348599253878,0.0246513584696382,0.0,0.1504075717180898,0.0,0.0331125855034527,0.7040504100084876,0.0846432143749436,0.0,Plateau
27,17728.39,151,8,62673.62,7834.202499999999,0.0,0.0,0.316529825467238,0.3395209978297088,0.0,0.0057922296494123,0.1710603280933828,0.0087491356012306,0.1583474833590272,Lagos
29,38475.58,64,9,25590.44,2843.382222222222,0.0,0.0,0.1477309495264637,0.0676315061405743,0.0,0.0,0.0546915176136088,0.7299460267193529,0.0,Edo
36,37714.99,95,10,105311.4,10531.14,0.0,0.0,0.3825002801216203,0.0316887820311951,0.0,0.5075715449609445,0.0144945371536224,0.0,0.0637448557326177,Abuja FCT
45,31523.06,226,3,31233.59,10411.196666666669,0.2099848272324763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7900151727675238,Abuja FCT
35,74166.1,25,9,84318.09999999999,9368.677777777775,0.0,0.2159711853089668,0.4560520220450887,0.0050664092288607,0.0,0.0,0.1053340860384662,0.0591142352590962,0.1584620621195211,Ogun
41,10602.28,210,4,8740.869999999999,2185.2175,0.0,0.0,0.0,0.2291053407727148,0.0,0.4824794328253367,0.2884152264019485,0.0,0.0,Abuja FCT
31,94740.5,499,6,40978.6,6829.766666666666,0.2047583372784819,0.0,0.0,0.0,0.0,0.0,0.0367042797948197,0.0519903071359197,0.7065470757907787,Anambra
27,20885.27,13,3,10550.45,3516.816666666667,0.6867015151012515,0.0,0.0,0.0,0.0,0.0,0.0,0.3132984848987484,0.0,Kaduna
37,36236.485,42,5,62449.4,12489.88,0.0,0.0,0.0381608149958206,0.1415951154054322,0.0,0.6105707981181564,0.0,0.2096732714805906,0.0,Unknown
33,6766.86,21,9,47951.24,5327.915555555555,0.5345505142307061,0.0073059633077267,0.0,0.0,0.0,0.3355721353608374,0.0,0.0,0.1225713871007298,Rivers
37,36588.15,102,10,69987.28,6998.728,0.2934824728150601,0.1555029713970881,0.1915766693604895,0.06995213987456,0.0,0.0468499418751521,0.2426358046776499,0.0,0.0,Edo
44,17504.62,158,4,39987.09,9996.7725,0.1939298408561363,0.2977653537679286,0.0,0.0,0.0,0.0,0.4126574351872067,0.0,0.0956473701887284,Edo
46,42664.53,25,6,45127.75,7521.291666666667,0.0,0.2716734160245082,0.1274109611048634,0.0,0.0,0.0,0.0,0.3855343995656775,0.2153812233049509,Delta
32,22053.89,375,2,57442.6,28721.3,0.950322582891443,0.0,0.0,0.0,0.0,0.0,0.049677417108557,0.0,0.0,Abuja FCT
18,12377.68,60,5,17860.6,3572.12,0.0,0.0628080803556431,0.4344708464441284,0.0,0.0,0.1715250327536589,0.1206773568637111,0.2105186835828583,0.0,Kaduna
27,7949.39,8,4,120330.03,30082.5075,0.0076971642074717,0.0,0.0,0.7152566985980141,0.0,0.0,0.0,0.2770461371945141,0.0,Delta
32,10373.73,19,5,54749.14,10949.828,0.0,0.0,0.3786567241056207,0.0,0.0814944307800999,0.0,0.3160164707610019,0.0327734828346162,0.1910588915186613,Edo
45,105345.76,352,3,30349.96,10116.653333333334,0.0,0.5472886949439142,0.0,0.0,0.2584728283002679,0.1942384767558178,0.0,0.0,0.0,Kano
18,92241.36,1,5,512797.1941500111,102559.43883000224,0.0,0.0,0.0356570593766763,0.0,0.0008552113876654,0.000813869507792,0.0,0.9168644242083572,0.0458094355195088,Kano
46,26134.83,58,8,98057.79,12257.22375,0.1982220892394168,0.0,0.0,0.4161367495637011,0.0,0.014069356447866,0.2098636936443295,0.0,0.1617081111046863,Cross River
34,179617.83,64,8,110796.18,13849.5225,0.0200439220918988,0.0,0.0,0.0,0.300423895480873,0.0086734037220416,0.1283226551673532,0.5359297585891499,0.0066063649486832,Cross River
39,11617.2,189,6,57398.560000000005,9566.426666666668,0.3515999356081407,0.0,0.4199756927699928,0.0,0.0,0.0,0.0,0.0,0.2284243716218664,Plateau
33,202755.22,36,7,38977.95,5568.278571428571,0.1138856712577239,0.1359945815518774,0.113762781264792,0.0,0.2624471015022596,0.1007182265870832,0.14256239745805,0.0,0.1306292403782138,Enugu
36,95378.52,90,7,93096.18,13299.454285714284,0.0,0.0611138931801498,0.3217971994124786,0.0,0.0,0.0,0.1017000912389745,0.0237954983759806,0.4915933177924164,Lagos
27,17995.72,272,4,8358.54,2089.635,0.3523103317086477,0.1656485462772206,0.0,0.0,0.0,0.0,0.0,0.4820411220141316,0.0,Ogun
54,62352.19,96,5,25964.87,5192.974,0.2860464928189511,0.0,0.0,0.0996053513843897,0.0,0.588945756323833,0.0254023994728261,0.0,0.0,Kaduna
54,23485.71,69,7,543891.9641500112,77698.85202143017,0.0,0.0,0.8651666418447514,0.0,0.0189681052120758,0.0990879688473126,0.0,0.0075614832927843,0.0092158008030755,Delta
52,1669.1,205,5,27111.2,5422.24,0.0,0.4950769423706807,0.0598818938298562,0.3525247868039777,0.0,0.0,0.0271028209743574,0.0654135560211278,0.0,Plateau
37,28884.82,13,9,147142.89,16349.21,0.2007167998399379,0.0,0.6419653032504664,0.0193332481100513,0.0073500663198881,0.0,0.0832077581186559,0.0,0.0474268243610003,Kaduna
19,134643.62,43,7,34612.21,4944.601428571428,0.2825439346404058,0.2299711575770515,0.0,0.0,0.0,0.0,0.2086457351321975,0.0,0.2788391726503451,Kwara
35,40336.35,17,10,112613.4,11261.34,0.1160534181545002,0.0,0.105860847820952,0.4405294574180337,0.0,0.1874640140516137,0.0393397233366544,0.1107525392182458,0.0,Plateau
78,124434.21,168,6,60713.630000000005,10118.938333333334,0.1985007320432001,0.0,0.0,0.1873011052048773,0.0,0.4928145459265077,0.1213836168254146,0.0,0.0,Enugu
32,35025.72,32,7,53968.5,7709.785714285715,0.0046021290197059,0.0771765011071273,0.0,0.0,0.0,0.8263720503627116,0.0,0.0,0.0918493195104551,Anambra
18,205262.51,322,5,47676.11,9535.222,0.3082552246817116,0.0,0.0,0.0,0.0,0.0307365680631242,0.0366676308113224,0.6243405764438416,0.0,Kano
22,42120.15,162,3,6768.110000000001,2256.036666666667,0.0,0.4583273617006815,0.0,0.0,0.0,0.3159611767539239,0.2257114615453945,0.0,0.0,Ogun
47,85359.32,275,7,43124.87,6160.695714285714,0.2092298481131653,0.0,0.0490125535450889,0.5547344258660953,0.0,0.0,0.1870231724756504,0.0,0.0,Cross River
49,92646.91,34,8,65872.34,8234.0425,0.0931785632634274,0.0158436758129436,0.0727039604179842,0.7456343588219273,0.0,0.0,0.0,0.0169805718151199,0.0556588698685973,Edo
30,45817.07,89,5,41166.41,8233.282,0.0,0.0,0.0,0.0,0.0,0.1039041296046946,0.3865384423854302,0.3151795359371875,0.1943778920726874,Oyo
42,62951.77,99,6,41731.55,6955.258333333332,0.0420149742820479,0.0,0.4786867489944658,0.4149881804054725,0.0,0.0,0.056391147704794,0.0,0.0079189486132194,Kwara
33,10016.44,128,3,47817.78,15939.26,0.0,0.452665305666637,0.0,0.0,0.0,0.0,0.0245343886729998,0.5228003056603632,0.0,Rivers
42,16143.42,6,9,141457.83,15717.536666666663,0.4182040683078483,0.0437878200167498,0.0,0.2143939292720664,0.0,0.0,0.2461752028855525,0.0,0.0774389795177827,Imo
35,16545.5,104,5,49488.3,9897.66,0.0,0.0489651089247357,0.0,0.1143171214206186,0.0,0.0750462230466595,0.0,0.0020206796353885,0.7596508669725975,Kano
44,20211.95,231,7,42026.91,6003.844285714286,0.0,0.0,0.3369783788529778,0.0183380124781955,0.0,0.0,0.4113926053569011,0.0,0.2332910033119256,Rivers
18,116259.62,12,9,49835.62,5537.291111111112,0.0,0.6393162159916943,0.0575237149653199,0.0,0.0,0.0187386050379226,0.0,0.1839722270937935,0.1004492369112695,Kano
55,41709.81,65,5,61391.06,12278.212,0.0,0.0131805836224362,0.2206850639164725,0.0,0.0,0.2013333863269342,0.5449076787401944,0.0198932873939625,0.0,Rivers
43,153462.44,52,10,88496.84,8849.684,0.0,0.0899064870564869,0.0247265326083959,0.0372259619665515,0.0,0.0692086858694615,0.0275291185538376,0.4913465836746262,0.2600566302706402,Kano
34,26903.3,23,8,86869.8,10858.725,0.0392396436966586,0.0225641131900844,0.4985655544274305,0.1888255757466922,0.0,0.1970309589753862,0.0,0.053774153963748,0.0,Delta
41,14296.62,122,7,83909.39,11987.055714285714,0.1583555785592053,0.0787305211013928,0.0574432730353539,0.5891370441377299,0.0,0.0907629050813025,0.0,0.0255706780850152,0.0,Enugu
23,1102.82,12,7,296610.48,42372.92571428571,0.0337515720954971,0.0,0.502810925628791,0.2195867455526184,0.0,0.0,0.0,0.081434546749663,0.1624162099734305,Cross River
41,27628.93,70,4,8055.43,2013.8575,0.0,0.0,0.5146069173216079,0.1786782331917724,0.0,0.0,0.3067148494866195,0.0,0.0,Kano
58,97394.33,75,6,54469.14,9078.19,0.0,0.5998168871401311,0.0660104051578563,0.2721263820210857,0.0,0.0,0.0,0.0,0.0620463256809268,Lagos
53,48405.83,287,5,37912.27,7582.454000000001,0.0,0.0,0.0984066635946621,0.0787552420364172,0.0,0.5842446258163915,0.0,0.2090716277342401,0.0295218408182891,Enugu
36,25107.77,79,4,46186.850000000006,11546.7125,0.1869315616890955,0.0,0.5857299209623519,0.2273385173485527,0.0,0.0,0.0,0.0,0.0,Oyo
44,90849.86,50,5,28425.46,5685.092,0.0,0.631090226860005,0.0,0.0,0.0,0.0948019838553184,0.0,0.2526333786682784,0.0214744106163981,Anambra
24,52726.5,391,7,390131.43,55733.06142857143,0.0181455516157721,0.0,0.0,0.0103790150924266,0.0,0.0164499435485113,0.0011466392236072,0.9538788505196824,0.0,Enugu
53,64431.18,16,11,231339.72,21030.88363636364,0.1673960701603685,0.0051863553738199,0.0022083972436726,0.0171512700024016,0.0,0.0049706120505376,0.0,0.774821029436709,0.0282662657324907,Cross River
39,42799.26,18,5,17726.84,3545.368,0.0136273582883356,0.5494047444440183,0.0,0.1497390397837404,0.0,0.0,0.0,0.0,0.2872288574839058,Cross River
31,135521.4,107,5,43208.73,8641.746,0.6959632926031384,0.0,0.0,0.0090537259484368,0.0,0.0,0.0,0.0,0.2949829814484249,Edo
24,111724.05,24,5,94598.15,18919.63,0.0,0.0969108803924812,0.7308770837484665,0.0,0.0,0.0,0.0,0.0,0.1722120358590522,Oyo
36,20743.68,196,4,18314.37,4578.5925,0.0,0.0691599001221445,0.0,0.8558285106176189,0.0,0.0,0.0,0.0,0.0750115892602366,Kano
18,15417.82,20,4,9079.51,2269.8775,0.0,0.4457740560889299,0.0,0.0216157039311592,0.1849152652510983,0.0,0.3476949747288124,0.0,0.0,Kwara
57,26594.51,18,4,32962.13,8240.5325,0.0,0.7082530770918021,0.0,0.0,0.0,0.0,0.0,0.1770088886852882,0.1147380342229097,Abuja FCT
28,57096.23,47,9,77403.385,8600.37611111111,0.3029234444979377,0.1450919103860897,0.0332935051871439,0.0,0.0,0.1176084224223527,0.0233143550504929,0.0230055830245666,0.3547627794314164,Ogun
22,11542.04,27,4,30735.28,7683.82,0.0,0.0,0.560234362595688,0.0,0.0,0.0,0.0386877881053954,0.1829545720748273,0.218123277224089,Anambra
42,69061.01,20,8,89187.95,11148.49375,0.0033567314867086,0.6679257679989281,0.1080870229666675,0.0,0.0395572496060286,0.0,0.0,0.0,0.181073227941667,Imo
23,3400.98,274,5,93068.88,18613.776,0.6634998723526059,0.0764414485271553,0.211188530473344,0.0,0.0,0.0,0.0,0.0488701486468946,0.0,Edo
24,29455.25,37,6,13140.49,2190.0816666666665,0.2329844625276531,0.0,0.0720650447586049,0.0,0.0,0.1567133341298536,0.0,0.0287340883026432,0.5095030702812452,Abuja FCT
50,214730.95,192,4,38122.07,9530.5175,0.0,0.4369941086619903,0.0,0.0,0.0,0.2672800821151632,0.0,0.0,0.2957258092228465,Kano
49,229834.51,177,8,47635.030000000006,5954.378750000001,0.0,0.0,0.2797225067350645,0.0480990565136623,0.0,0.0212354227550607,0.0,0.4852013318769821,0.1657416821192303,Enugu
35,121619.74,73,8,51195.45,6399.43125,0.0,0.1082502448948099,0.0,0.2179879266614513,0.0,0.0,0.4108638560653339,0.0,0.2628979723784047,Kwara
24,39873.62,116,8,98079.83,12259.97875,0.0040336529947084,0.1213741907994742,0.0,0.0,0.0511602640420563,0.6149932152207034,0.1823196471690458,0.0261190297740116,0.0,Edo
34,92011.95,235,5,15289.81,3057.9620000000004,0.0,0.1524433593354005,0.0,0.0926159317872491,0.2988003121032897,0.4301937041729099,0.0,0.0259466926011507,0.0,Edo
57,45321.37,181,7,25631.79,3661.684285714286,0.0946874954890001,0.0,0.0,0.2223461568622402,0.0,0.4997044685525279,0.0,0.0,0.1832618790962316,Plateau
23,31688.79,63,7,124024.39,17717.77,0.0,0.4315609212026763,0.1342040061636263,0.0730478093865246,0.0,0.0255901278772667,0.0,0.3355971353699058,0.0,Plateau
45,25208.81,279,4,51385.54,12846.385,0.0,0.0215274569460591,0.0,0.8926365277079895,0.0,0.0,0.0858360153459514,0.0,0.0,Kaduna
27,47479.62,22,6,33677.32,5612.886666666666,0.0087916734466994,0.0,0.538853447958448,0.0392059106841043,0.0,0.0844146743268169,0.1317981953433349,0.0,0.1969360982405963,Rivers
25,18514.97,141,6,20267.14,3377.8566666666666,0.3098532896106702,0.0,0.1892847239423026,0.0,0.2475825400130457,0.0,0.0,0.2532794464339813,0.0,Cross River
18,283616.97,28,6,28446.85,4741.141666666666,0.138405130972322,0.0,0.0,0.0,0.0,0.3480881011430088,0.1807029600816962,0.1965591972397647,0.1362446105632082,Enugu
55,38998.19,207,5,66920.51,13384.102,0.0,0.0,0.0,0.8925153140644027,0.0,0.0327316692595439,0.0432235199642082,0.0315294967118451,0.0,Rivers
34,12569.25,70,9,86196.01000000001,9577.334444444445,0.2401122743384525,0.434411523224799,0.0,0.1676955812687849,0.0,0.0493100550709945,0.0,0.0,0.1084705660969689,Delta
32,27670.2,362,5,17474.2,3494.84,0.0,0.0,0.0945485344107312,0.0,0.0,0.0,0.0,0.9054514655892688,0.0,Ogun
44,38587.66,212,7,27398.41,3914.058571428571,0.1187612711832547,0.0,0.0315846795489227,0.329699424163665,0.0,0.0213837226320797,0.4985709024720778,0.0,0.0,Kano
38,20682.85,5,10,22948.02,2294.802,0.0,0.2943883611745153,0.0696975163870347,0.14142919519854,0.0,0.0278372600337632,0.0,0.0,0.4666476672061468,Rivers
42,8706.64,215,4,31613.23,7903.3075,0.0,0.0,0.3669773699175946,0.1788131108399869,0.0,0.0,0.4542095192424184,0.0,0.0,Kano
36,39320.72,149,4,45664.48,11416.12,0.0,0.0,0.0826732287327042,0.510351809546501,0.0,0.0,0.4069749617207948,0.0,0.0,Lagos
49,36484.87,218,5,29848.0,5969.6,0.0,0.0359327258107745,0.0,0.1717806888233717,0.0,0.3001561243634414,0.4538340927365318,0.0382963682658804,0.0,Kano
33,35040.89,63,4,32479.76,8119.94,0.0,0.0,0.1566258494520895,0.0,0.0,0.6087323305344621,0.1265932999504922,0.0,0.1080485200629561,Edo
56,19018.73,127,6,34443.259999999995,5740.543333333332,0.0,0.4937372362546403,0.0,0.0,0.0,0.0,0.0348500693604496,0.4028674986049521,0.0685451957799581,Lagos
37,22352.77,125,6,555803.0941500111,92633.84902500184,0.0,0.0,0.0,0.95399322121604,0.0,0.02128881635338,0.0,0.0133016531894379,0.0114163092411418,Unknown
24,92109.22,75,8,88104.36,11013.045,0.5770939145349901,0.0324618441130495,0.0,0.0273835483283687,0.0,0.0,0.0,0.0118381201565961,0.3512225728669954,Ogun
45,51142.71,178,6,28682.72,4780.453333333333,0.0,0.0829300707882655,0.3024789838620605,0.2083052095477695,0.0,0.4062857358019043,0.0,0.0,0.0,Ogun
38,5440.64,49,6,151520.01,25253.335000000003,0.0,0.0,0.1157441845469783,0.0,0.0,0.0324582871925628,0.0619428417408367,0.7767664482070717,0.0130882383125502,Oyo
26,35883.98,91,9,44167.21,4907.467777777778,0.0,0.2998509527769582,0.0,0.1146780609415899,0.1136089420182981,0.2788593619565283,0.0398397363111683,0.1531629459954568,0.0,Edo
43,31147.95,167,2,5441.849999999999,2720.925,0.0,0.0,0.0,0.8508099267712267,0.1491900732287733,0.0,0.0,0.0,0.0,Cross River
57,41288.03,504,6,18886.25,3147.708333333333,0.1209562512409822,0.1297277119597591,0.3966944205440466,0.0,0.0,0.0,0.0917916473624991,0.260829968892713,0.0,Plateau
37,57703.33,42,7,29943.04,4277.577142857143,0.0505142430427905,0.2104155089129226,0.0418781793698969,0.1559794863848159,0.0,0.1656445036976873,0.1352942119437438,0.2402738666481426,0.0,Unknown
40,45001.48,334,4,17826.440000000002,4456.610000000001,0.0,0.0,0.1786402669293476,0.7817713463821155,0.0,0.0,0.0395883866885368,0.0,0.0,Imo
27,309854.91,79,9,44196.86,4910.762222222223,0.0177512610624374,0.5210066959507983,0.0785444938848596,0.1468147284671354,0.0,0.0,0.174861969832246,0.0030868708772523,0.0579339799252707,Edo
47,25154.66,324,1,3066.96,3066.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaduna
33,49827.4,41,7,46249.53,6607.075714285714,0.1465593271974872,0.0,0.0624456075553632,0.0,0.0,0.5434234683033536,0.0,0.2475715969437959,0.0,Enugu
54,36899.74,6,7,21334.75,3047.8214285714284,0.4487833229824582,0.0,0.1001174140779713,0.1398043098700476,0.259665569083303,0.0,0.0516293839862196,0.0,0.0,Imo
