customer_id,age,gender,location,account_balance
FB105296,36.0,Female,Imo,91022.93
FB105617,36.0,Female,Kwara,44338.43
FB102770,59.0,Female,Ogun,227957.63
FB101916,51.0,Male,Ogun,7591.07
FB101617,21.0,Female,Ogun,44731.26
FB103044,41.0,Male,Enugu,34739.5
FB100346,23.0,Male,Oyo,71505.47
FB105071,30.0,Male,Abuja FCT,14651.79
FB100233,,,,
FB100963,18.0,Female,Kano,26513.13
FB104058,24.0,Male,Enugu,52726.5
FB100599,,Male,,162845.06
FB103680,28.0,Male,Enugu,75358.42
FB103669,38.0,Male,Edo,137549.9
FB100037,18.0,Female,Ogun,89688.04
FB100465,,,,
FB105704,33.0,Male,Cross River,195478.21
FB100932,54.0,Male,Cross River,5832.84
FB105290,23.0,Female,Oyo,791361.6
FB102228,22.0,Female,Kwara,8379.63
FB105054,37.0,Male,Kwara,154017.34
FB104741,19.0,Male,Plateau,49143.63
FB100506,,,,
FB100401,,Male,,21839.97
FB103780,18.0,Female,Delta,10493.91
FB104806,31.0,Male,Kano,4625.94
FB104611,50.0,Female,Kwara,6749.67
FB100167,,,,
FB102093,68.0,Male,Rivers,16520.42
FB105430,36.0,Male,Anambra,8344.22
FB101769,37.0,Male,Oyo,30442.77
FB105185,27.0,Female,Abuja FCT,28394.96
FB101840,23.0,Female,Imo,23555.56
FB105930,43.0,Female,Delta,11886.74
FB105034,40.0,Male,Lagos,24641.79
FB103194,48.0,Female,Ogun,83320.9
FB102337,48.0,Male,Anambra,12595.36
FB101783,40.0,Male,Cross River,118391.22
FB104909,23.0,Female,Kaduna,122920.01
FB100084,,,,
FB103803,26.0,Female,Enugu,18011.47
FB104305,32.0,Female,Enugu,68864.47
FB102029,50.0,Female,Anambra,27981.16
FB105314,,,,
FB103112,44.0,Female,Oyo,25321.6
FB104672,38.0,Male,Kaduna,30395.69
FB102086,31.0,Female,Rivers,12545.65
FB104048,52.0,Male,Rivers,130461.19
FB102318,44.0,Female,Ogun,9486.71
FB104668,56.0,Female,Kano,28753.97
FB101926,54.0,Female,Ogun,10744.27
FB101022,27.0,Female,Enugu,124633.63
FB101632,46.0,Male,Rivers,307226.08
FB100408,41.0,Male,Ogun,96625.11
FB104630,18.0,Male,Plateau,187790.21
FB103247,24.0,Female,Anambra,55246.94
FB101244,38.0,Male,Lagos,4395.6
FB104966,46.0,Female,Enugu,16406.25
FB105485,42.0,Male,Kano,29725.35
FB102522,48.0,Female,Oyo,117970.34
FB102985,50.0,Female,Plateau,36345.7
FB104880,19.0,Male,Kwara,14140.71
FB102304,46.0,Male,Imo,14432.21
FB103372,24.0,Female,Cross River,13168.62
FB102323,19.0,Male,Imo,34961.21
FB104814,26.0,Male,Rivers,342541.22
FB101873,18.0,Female,Delta,44193.12
FB105835,18.0,Female,Edo,36623.32
FB100093,,,,33519.69
FB103779,26.0,Female,Ogun,28711.34
FB105669,81.0,Male,Imo,64041.82
FB104827,43.0,Male,Plateau,152582.23
FB101756,60.0,Female,Rivers,5311.34
FB101533,60.0,Male,Kano,37058.08
FB103722,18.0,Female,Imo,189663.7
FB102480,33.0,Male,Rivers,11698.4
FB101186,40.0,Male,Kwara,63067.51
FB103765,54.0,Female,Edo,71562.78
FB102910,38.0,Female,Kwara,48798.41
FB102627,27.0,Female,Cross River,10433.6
FB105000,29.0,Male,Imo,25950.62
FB100807,35.0,Female,Kano,1217631.73
FB103852,28.0,Male,Kano,26116.81
FB103938,30.0,Female,Kaduna,52040.61
FB105801,23.0,Female,Rivers,40612.1
FB102991,63.0,Female,Enugu,55949.5
FB101183,31.0,Male,Cross River,5551.96
FB100185,38.0,Male,Abuja FCT,62805.51
FB103101,67.0,Female,Ogun,283284.85
FB103386,18.0,Female,Oyo,10046.75
FB102788,,,,
FB100254,,,,
FB105448,18.0,Male,Kano,17042.02
FB102623,30.0,Female,Kaduna,6537.66
FB103721,39.0,Male,Edo,86424.33
FB105917,19.0,Female,Ogun,37094.35
FB103759,18.0,Male,Edo,75891.1
FB101057,47.0,Male,Cross River,20649.89
FB103388,49.0,Male,Delta,51867.11
FB102881,25.0,Male,Kano,7744.21
FB100157,,Male,Edo,37164.31
FB102440,50.0,Male,Lagos,164605.31
FB105316,33.0,Female,Cross River,6758.45
FB101670,47.0,Female,Rivers,27807.21
FB102236,54.0,Male,Cross River,66081.39
FB102835,70.0,Female,Kaduna,38200.62
FB100881,38.0,Female,Anambra,6234.4
FB100323,,,,
FB105656,26.0,Female,Kwara,8608.0
FB100626,18.0,Female,Plateau,54800.92
FB104947,36.0,Female,Abuja FCT,15426.79
FB101215,45.0,Female,Kano,11829.71
FB103652,43.0,Male,Kwara,1275.22
FB101033,18.0,Male,Imo,31328.79
FB104161,61.0,Male,Cross River,220923.44
FB105384,48.0,Male,Cross River,330066.52
FB100156,,,,
FB105776,53.0,Male,Abuja FCT,126531.36
FB100472,62.0,Female,Edo,11191.47
FB100742,40.0,Female,Delta,101300.83
FB102792,53.0,Female,Cross River,16377.09
FB100031,,Male,,9741.72
FB102828,51.0,Female,Kaduna,34585.94
FB105498,42.0,Female,Rivers,132878.37
FB101869,33.0,Male,Enugu,8243.24
FB101242,30.0,Female,Anambra,93484.1
FB102850,37.0,Female,Kaduna,28598.95
FB102486,24.0,Female,Ogun,3661.08
FB103790,53.0,Male,Abuja FCT,75657.33
FB102899,44.0,Female,Ogun,17777.67
FB105331,50.0,Female,Abuja FCT,5504.92
FB102498,47.0,Male,Lagos,1114817.44
FB104073,46.0,Male,Plateau,226637.25
FB100177,,Male,Plateau,12054.79
FB100221,,,,
FB101323,33.0,Female,Enugu,7737.83
FB102656,27.0,Male,Plateau,44681.88
FB101038,,Male,Ogun,136526.35
FB104072,52.0,Male,Oyo,35323.1
FB101042,30.0,Female,Rivers,9482.62
FB100544,,,,
FB101172,18.0,Male,Edo,121402.65
FB105479,42.0,Female,Cross River,42059.87
FB101223,41.0,Female,Ogun,28061.43
FB100469,,,,19526.22
FB104617,53.0,Female,Plateau,8572.25
FB102245,,,,12665.97
FB104467,46.0,Female,Oyo,34418.79
FB104738,41.0,Female,Kano,208955.23
FB103787,28.0,Male,Kaduna,7791.97
FB102133,41.0,Male,Ogun,4043.7
FB101789,27.0,Male,Anambra,11238.96
FB103807,57.0,Female,Edo,11070.03
FB102358,69.0,Male,Anambra,133610.26
FB101562,36.0,Male,Edo,81929.83
FB102138,30.0,Male,Imo,12540.93
FB104381,22.0,Male,Anambra,68651.67
FB104237,44.0,Female,Edo,19245.81
FB105250,58.0,Female,Enugu,157534.22
FB105740,38.0,Male,Edo,52572.86
FB103358,51.0,Female,Kaduna,33217.3
FB100865,,Female,,24729.48
FB102462,43.0,Female,Imo,20923.8
FB102471,39.0,Male,Lagos,16301.48
FB105871,36.0,Female,Lagos,31962.61
FB103720,60.0,Female,Imo,783424.33
FB101883,25.0,Male,Enugu,152338.26
FB102997,49.0,Female,Delta,43853.78
FB104105,46.0,Female,Kaduna,73548.17
FB104871,19.0,Male,Anambra,44655.64
FB103245,39.0,Male,Abuja FCT,13395.67
FB101294,27.0,Male,Edo,33864.51
FB102611,,,,
FB101744,25.0,Female,Abuja FCT,6264.42
FB101483,,Female,,19391.95
FB100296,,Male,Imo,52419.21
FB103285,,Male,Plateau,8493.18
FB102240,22.0,Male,Delta,49730.99
FB104313,33.0,Male,Imo,104508.68
FB104834,,Female,,48808.19
FB105963,69.0,Male,Plateau,50582.79
FB103914,40.0,Male,Anambra,10252.96
FB101600,40.0,Male,Kano,57987.88
FB103126,72.0,Male,Enugu,50617.91
FB101354,33.0,Female,Enugu,202755.22
FB101615,32.0,Male,Kaduna,3911.25
FB105632,42.0,Female,Abuja FCT,163217.06
FB105608,52.0,Male,Ogun,31575.15
FB103477,25.0,Male,Lagos,5272.64
FB101657,,,,
FB100491,25.0,Male,Delta,34458.72
FB101554,43.0,Male,Rivers,4643.4
FB102488,55.0,Male,Kano,41250.03
FB105788,31.0,Male,Lagos,60801.88
FB105861,33.0,Male,Rivers,8686.32
FB104462,23.0,Female,Rivers,73654.54
FB100050,19.0,Female,Kano,22863.34
FB101163,23.0,Male,Kaduna,23722.76
FB100319,,,,
FB101101,47.0,Female,Anambra,8755.17
FB103370,18.0,Female,Enugu,23566.95
FB100747,58.0,Male,Rivers,329951.9
FB103693,33.0,Male,Ogun,51316.75
FB100810,39.0,Female,Edo,7464.35
FB104050,18.0,Male,Delta,17207.86
FB103467,49.0,Male,Plateau,61615.54
FB103149,,Female,,19065.35
FB102981,,,,
FB104934,42.0,Female,Abuja FCT,25780.82
FB105400,30.0,Male,Plateau,63818.47
FB103947,18.0,Male,Oyo,19849.32
FB103917,,,,
FB101485,18.0,Female,Enugu,33674.72
FB102585,,Male,Cross River,8946.84
FB102789,20.0,Female,Abuja FCT,36947.4
FB102885,62.0,Female,Abuja FCT,30313.06
FB104335,52.0,Female,Ogun,204146.15
FB104698,46.0,Female,Kwara,21533.44
FB103664,,Male,,21568.52
FB101108,32.0,Female,Cross River,33767.5
FB102767,35.0,Male,Delta,568633.02
FB104502,35.0,Male,Oyo,10185.51
FB103407,19.0,Male,Kwara,44195.67
FB101669,44.0,Male,Kwara,261973.05
FB100239,78.0,Female,Enugu,124434.21
FB102858,,,,
FB100199,36.0,Male,Anambra,141718.5
FB101738,50.0,Male,Kaduna,3582.4
FB104154,29.0,Female,Plateau,27130.9
FB104347,37.0,Female,Cross River,98350.15
FB101740,34.0,Male,Cross River,2072.58
FB102252,35.0,Female,Kwara,55124.3
FB102795,30.0,Male,Rivers,27464.6
FB102986,46.0,Male,Anambra,3397.84
FB103830,55.0,Female,Kano,42457.08
FB104153,19.0,Female,Kwara,297380.18
FB100101,52.0,Male,Oyo,115749.34
FB103379,,,,
FB104872,45.0,Female,Kwara,74314.57
FB100259,39.0,Male,Kaduna,82994.19
FB102115,18.0,Male,Delta,161317.58
FB105889,33.0,Male,Kano,14378.29
FB100501,38.0,Female,Cross River,17825.22
FB100893,33.0,Male,Enugu,15877.02
FB104906,43.0,Female,Kwara,124586.34
FB105874,41.0,Male,Rivers,5876.97
FB102807,31.0,Female,Edo,2188.77
FB103308,52.0,Female,Oyo,489896.07
FB101161,43.0,Female,Imo,229106.37
FB105231,29.0,Female,Kano,14324.72
FB101433,27.0,Male,Ogun,13693.15
FB103964,42.0,Male,Rivers,7093.5
FB104527,18.0,Female,Abuja FCT,16995.37
FB104317,23.0,Male,Edo,10051.4
FB105521,35.0,Female,Kwara,118482.83
FB102948,18.0,Male,Lagos,119332.08
FB105686,41.0,Female,Rivers,27444.78
FB105014,18.0,Male,Abuja FCT,33141.88
FB101128,49.0,Female,Kaduna,22860.41
FB101119,32.0,Female,Edo,77261.44
FB105876,25.0,Male,Rivers,27229.09
FB100710,,,,118155.65
FB100969,52.0,Female,Kaduna,40448.36
FB105512,39.0,Female,Oyo,210643.41
FB100672,50.0,Male,Kano,7091.22
FB102803,21.0,Female,Anambra,23946.14
FB105338,52.0,Female,Abuja FCT,44161.68
FB105853,28.0,Female,Abuja FCT,72014.09
FB104515,37.0,Female,Rivers,27902.97
FB104985,26.0,Female,Imo,78553.0
FB103410,63.0,Male,Delta,273016.14
FB103011,70.0,Female,Kwara,26832.43
FB105380,50.0,Male,Kano,58500.92
FB105804,21.0,Female,Delta,15935.54
FB103710,32.0,Male,Kaduna,35899.85
FB101726,36.0,Male,Cross River,19600.92
FB103979,39.0,Female,Ogun,23896.77
FB100088,38.0,Female,Oyo,179671.86
FB105926,54.0,Male,Ogun,58753.73
FB100324,34.0,Female,Plateau,78106.38
FB102851,38.0,Female,Enugu,18690.21
FB104406,39.0,Female,Abuja FCT,77202.05
FB100325,62.0,Female,Abuja FCT,125394.69
FB101129,18.0,Male,Abuja FCT,45199.57
FB103534,58.0,Female,Kano,3681.9
FB100132,34.0,Male,Lagos,9204.41
FB100712,24.0,Male,Kano,4175.58
FB103317,28.0,Female,Kwara,23553.44
FB103601,48.0,Female,Delta,14353.67
FB104730,42.0,Male,Imo,34729.1
FB104145,36.0,Female,Plateau,413229.62
FB105488,47.0,Male,Enugu,19016.85
FB102633,52.0,Female,Cross River,19876.71
FB102348,44.0,Female,Delta,147241.18
FB103898,20.0,Female,Edo,25544.85
FB105540,49.0,Female,Lagos,243669.91
FB105179,33.0,Female,Kaduna,41553.62
FB101569,44.0,Female,Edo,27054.13
FB104083,60.0,Female,Kaduna,80413.9
FB102941,46.0,Female,Oyo,6970.73
FB103661,32.0,Male,Edo,47545.99
FB105550,42.0,Female,Delta,12204.16
FB104853,58.0,Male,Plateau,108216.69
FB104172,18.0,Male,Ogun,52345.15
FB101297,49.0,Male,Enugu,3066.9
FB102944,18.0,Female,Ogun,24689.76
FB100371,29.0,Female,Ogun,37372.86
FB105911,47.0,Female,Delta,141706.3
FB103641,63.0,Female,Rivers,34785.0
FB103525,50.0,Male,Kaduna,56324.87
FB102534,37.0,Male,Oyo,49916.26
FB103647,,Male,Cross River,22905.68
FB105595,35.0,Female,Kwara,26685.56
FB100168,27.0,Male,Kano,25501.07
FB102405,47.0,Male,Cross River,4422.83
FB105955,41.0,Male,Ogun,8550.77
FB101158,48.0,Female,Kaduna,18416.85
FB104575,46.0,Male,Ogun,46883.17
FB103409,37.0,Male,Plateau,19970.92
FB100198,18.0,Male,Kwara,161016.1
FB105935,59.0,Female,Plateau,29337.03
FB102892,36.0,Male,Kaduna,69581.2
FB102273,36.0,Male,Delta,34093.78
FB105366,31.0,Male,Anambra,20089.23
FB105933,37.0,Male,Cross River,3143.77
FB102798,43.0,Female,Abuja FCT,26786.71
FB103557,51.0,Male,Enugu,22545.07
FB104405,39.0,Female,Kaduna,52253.5
FB100230,63.0,Male,Cross River,37751.86
FB105163,39.0,Female,Enugu,62813.37
FB102402,34.0,Male,Lagos,6276.18
FB100964,,,,
FB102022,50.0,Female,Oyo,23003.22
FB100625,,,,90842.44
FB101807,47.0,Male,Anambra,81479.06
FB105011,55.0,Male,Rivers,38998.19
FB101874,56.0,Male,Lagos,7175.69
FB105363,32.0,Male,Kano,7145.21
FB104664,40.0,Male,Delta,70787.55
FB100017,48.0,Male,Cross River,9481.26
FB103206,18.0,Male,Rivers,52293.01
FB101561,44.0,Female,Cross River,24493.61
FB101788,27.0,Female,Ogun,17995.72
FB101086,33.0,Male,Edo,42913.16
FB101027,,Female,Plateau,14747.32
FB101777,18.0,Female,Oyo,35048.61
FB100439,,,,
FB102922,47.0,Male,Delta,19936.25
FB101328,23.0,Female,Imo,96690.68
FB101566,18.0,Female,Kano,188044.15
FB105001,30.0,Female,Edo,41005.43
FB101545,,Female,Plateau,83757.71
FB105395,34.0,Male,Rivers,21020.27
FB101803,27.0,Male,Ogun,119393.89
FB103755,60.0,Male,Kaduna,511611.74
FB101221,21.0,Female,Enugu,77550.03
FB101092,18.0,Male,Enugu,196177.88
FB105057,34.0,Male,Enugu,41596.07
FB103973,52.0,Male,Abuja FCT,88091.57
FB100681,39.0,Male,Delta,12451.85
FB101954,45.0,Male,Lagos,16148.02
FB101448,18.0,Female,Ogun,242114.57
FB105830,26.0,Male,Cross River,18951.96
FB105096,52.0,Female,Plateau,35608.93
FB103782,42.0,Female,Delta,5468.8
FB102865,36.0,Male,Oyo,38076.21
FB100676,45.0,Female,Lagos,83706.4
FB102063,26.0,Male,Oyo,262655.23
FB100393,,,,
FB105516,18.0,Female,Lagos,107971.6
FB100279,43.0,Male,Plateau,22854.81
FB104088,58.0,Female,Ogun,195079.94
FB100696,64.0,Female,Enugu,42200.56
FB101536,40.0,Female,Cross River,218609.56
FB102908,27.0,Male,Delta,44080.18
FB101220,60.0,Male,Lagos,165976.17
FB105637,47.0,Female,Delta,85241.43
FB100014,30.0,Male,Abuja FCT,26347.72
FB100746,,,,
FB100565,,Female,,57763.53
FB105307,40.0,Male,Abuja FCT,50204.55
FB104404,44.0,Female,Imo,84460.4
FB104761,50.0,Female,Anambra,395926.13
FB103333,21.0,Male,Ogun,28668.37
FB100410,,Male,Oyo,171147.7
FB103700,,,,
FB102902,53.0,Male,Enugu,42210.37
FB100622,29.0,Female,Kano,9449.01
FB105839,23.0,Male,Kano,12660.97
FB101344,47.0,Female,Cross River,71233.3
FB100065,18.0,Female,Edo,39160.32
FB104864,31.0,Male,Lagos,55628.33
FB101225,26.0,Male,Kaduna,14544.9
FB102418,31.0,Female,Anambra,15762.02
FB105103,57.0,Female,Enugu,6916.68
FB101650,42.0,Male,Abuja FCT,12942.63
FB101630,34.0,Female,Kaduna,38200.47
FB100351,28.0,Male,Edo,7713.23
FB103753,40.0,Male,Enugu,15472.7
FB105280,32.0,Female,Rivers,71165.38
FB105017,18.0,Male,Kaduna,21062.79
FB101580,,,,59963.7
FB102118,,,,24784.34
FB100730,36.0,Female,Imo,9445.29
FB105701,29.0,Male,Enugu,11066.81
FB104174,45.0,Male,Kaduna,149121.27
FB103992,41.0,Female,Delta,14402.41
FB102505,58.0,Female,Ogun,81381.45
FB105149,52.0,Female,Enugu,59298.3
FB102746,,,,
FB103861,40.0,Female,Ogun,36819.18
FB103002,35.0,Female,Lagos,91205.45
FB103181,31.0,Female,Delta,76997.92
FB103634,40.0,Female,Ogun,14505.77
FB102191,29.0,Female,Delta,45148.32
FB104956,,Male,Delta,87155.59
FB100420,37.0,Female,Abuja FCT,76290.33
FB101362,63.0,Female,Edo,36463.43
FB100373,40.0,Male,Enugu,15820.77
FB103487,55.0,Male,Imo,37304.72
FB101084,34.0,Female,Anambra,60657.24
FB101176,46.0,Male,Lagos,8082.44
FB103414,35.0,Female,Kaduna,22486.24
FB104734,,Male,Kaduna,32738.4
FB100604,,Male,,248832.29
FB101090,35.0,Female,Kaduna,24509.35
FB100181,-1.0,Male,Kwara,56493.61
FB101971,30.0,Female,Abuja FCT,2619.31
FB100538,18.0,Female,Abuja FCT,22676.25
FB101188,33.0,Male,Anambra,8445.15
FB104959,35.0,Female,Plateau,40336.35
FB105942,38.0,Male,Plateau,83892.5
FB105489,52.0,Male,Delta,55283.9
FB102439,29.0,Male,Abuja FCT,105304.2
FB104957,46.0,Female,Ogun,49956.22
FB105203,39.0,Female,Edo,15914.33
FB100530,48.0,Female,Ogun,1582.25
FB105870,37.0,Female,Ogun,31915.55
FB101477,,Female,Oyo,248227.15
FB105640,65.0,Female,Anambra,25079.36
FB105119,18.0,Female,Ogun,91485.8
FB105749,34.0,Female,Plateau,22529.11
FB104725,35.0,Male,Delta,57376.09
FB102149,25.0,Female,Edo,15187.44
FB104392,22.0,Female,Ogun,46526.73
FB100787,,,,34919.28
FB101867,48.0,Female,Imo,31752.83
FB104098,46.0,Male,Kaduna,356852.49
FB101192,38.0,Male,Imo,15766.7
FB101272,69.0,Female,Delta,58469.22
FB101074,,,,
FB102091,26.0,Male,Kaduna,19083.92
FB105075,38.0,Female,Ogun,14184.61
FB104211,30.0,Male,Plateau,13965.65
FB100015,30.0,Female,Ogun,278592.66
FB105918,37.0,Male,Ogun,52992.73
FB100706,43.0,Male,Ogun,392975.51
FB102778,38.0,Female,Kwara,115122.33
FB103926,42.0,Female,Ogun,65870.99
FB100926,,,,
FB102842,30.0,Female,Kwara,7020.28
FB101839,53.0,Male,Cross River,33120.58
FB101732,40.0,Male,Cross River,8346.54
FB101370,43.0,Female,Rivers,60452.75
FB101891,24.0,Female,Anambra,10002.03
FB101345,24.0,Female,Enugu,27764.44
FB104436,18.0,Female,Enugu,26088.72
FB103090,50.0,Male,Lagos,25952.18
FB100805,34.0,Female,Imo,6506.07
FB100763,62.0,Male,Cross River,198306.26
FB105055,28.0,Male,Delta,282270.04
FB100683,37.0,Female,Anambra,13009.11
FB102127,41.0,Male,Plateau,113435.28
FB105242,45.0,Male,Enugu,39294.33
FB104792,52.0,Female,Edo,6426.75
FB105707,38.0,Male,Kaduna,17917.7
FB103543,39.0,Male,Abuja FCT,4560.82
FB105894,58.0,Male,Delta,76674.12
FB102699,18.0,Male,Abuja FCT,51156.25
FB104119,59.0,Female,Oyo,12564.33
FB102080,,,,
FB100008,24.0,Male,Anambra,51311.6
FB103347,44.0,Male,Rivers,11075.76
FB105089,57.0,Female,Lagos,124265.04
FB105743,18.0,Female,Edo,10813.39
FB101322,23.0,Male,Anambra,15317.66
FB102417,18.0,Male,Cross River,40226.34
FB104635,57.0,Male,Kano,148194.14
FB100549,49.0,Female,Cross River,53164.03
FB105344,53.0,Female,Enugu,20827.05
FB105374,18.0,Female,Cross River,30453.54
FB104272,38.0,Male,Delta,302221.19
FB100426,29.0,Female,Rivers,134311.66
FB100033,37.0,Male,Imo,109522.6
FB101472,42.0,Male,Rivers,10275.72
FB100044,31.0,Female,Kwara,63869.31
FB100691,66.0,Male,Delta,18652.09
FB104885,18.0,Male,Lagos,49620.87
FB103437,20.0,Female,Rivers,13511.82
FB101420,41.0,Male,Edo,6847.87
FB104292,34.0,Female,Kaduna,67007.66
FB104532,43.0,Female,Delta,24251.12
FB101888,18.0,Male,Ogun,9402.32
FB101407,61.0,Male,Kano,88926.63
FB103226,23.0,Male,Plateau,18379.01
FB100063,25.0,Male,Rivers,19478.62
FB105657,36.0,Male,Kaduna,14001.33
FB103378,42.0,Male,Kaduna,62393.46
FB103688,44.0,Male,Abuja FCT,70972.59
FB105095,27.0,Male,Edo,27108.13
FB100227,31.0,Male,Plateau,15181.61
FB100996,,,,
FB102142,27.0,Female,Abuja FCT,45413.27
FB105899,60.0,Female,Kaduna,7043.16
FB105591,47.0,Male,Kaduna,23636.94
FB101253,76.0,Male,Anambra,142792.46
FB101620,38.0,Male,Oyo,851916.13
FB103836,42.0,Female,Plateau,26397.39
FB104861,39.0,Male,Lagos,37286.18
FB102559,18.0,Female,Oyo,89189.69
FB105572,53.0,Female,Oyo,97551.22
FB103800,36.0,Male,Kano,20743.68
FB103580,41.0,Female,Kwara,34098.29
FB103082,58.0,Male,Lagos,18528.48
FB104384,38.0,Female,Ogun,85631.76
FB103231,35.0,Male,Lagos,70193.69
FB103481,44.0,Male,Edo,24925.25
FB105269,18.0,Female,Enugu,283616.97
FB102877,35.0,Female,Rivers,11539.15
FB103491,34.0,Female,Lagos,17345.83
FB103950,18.0,Male,Kano,10533.28
FB103750,60.0,Female,Plateau,41524.09
FB105825,57.0,Male,Imo,26092.69
FB102067,36.0,Female,Imo,23692.95
FB104479,50.0,Female,Cross River,26111.6
FB100994,29.0,Male,Lagos,58402.55
FB100473,18.0,Female,Lagos,16964.89
FB103856,34.0,Female,Ogun,52394.33
FB105602,55.0,Male,Enugu,34504.8
FB100705,55.0,Female,Abuja FCT,66960.15
FB100297,51.0,Female,Cross River,20722.64
FB100303,27.0,Female,Kwara,9236.14
FB103336,42.0,Female,Cross River,41635.74
FB103929,18.0,Male,Kano,66107.71
FB100800,35.0,Male,Edo,164779.59
FB103611,35.0,Male,Ogun,1120683.41
FB104896,40.0,Female,Anambra,12685.95
FB100655,37.0,Female,Anambra,89280.91
FB101197,36.0,Female,Edo,7371.6
FB103077,47.0,Female,Anambra,59476.35
FB102499,48.0,Female,Oyo,14287.32
FB100240,36.0,Male,Enugu,12694.26
FB101411,37.0,Male,Kwara,7741.04
FB105952,34.0,Female,Imo,620524.95
FB101831,42.0,Female,Delta,51206.21
FB102799,39.0,Male,Oyo,60167.85
