customer_id,gender,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,age_band,balance_band,geo_zone
ANON_38cdd53e76433205,Male,145,3,14272.37,4757.456666666666,0.0551716358250241,0.0,0.0,0.0,0.0,0.8783026224796583,0.0,0.0,0.0665257416953176,45-59,Under 50K,North West
ANON_dd62cab7d9183484,Female,223,5,54717.78,10943.556,0.1667183866012107,0.0,0.0,0.8135450670696069,0.0197365463291822,0.0,0.0,0.0,0.0,35-44,Under 50K,South South
ANON_322797b6ee0a10ea,Female,29,7,105751.82,15107.40285714286,0.0771466628186635,0.2723398046482793,0.251750277205631,0.0,0.0,0.0,0.197516789781963,0.2012464655454629,0.0,35-44,50K-500K,South West
ANON_ca477e5c6f344b3f,Female,46,4,9234.03,2308.5075,0.1882861545825604,0.0,0.1160002729035968,0.0,0.0,0.6957135725138429,0.0,0.0,0.0,45-59,Under 50K,South South
ANON_fe60b0165ee43b44,Male,195,4,67832.81,16958.2025,0.0433150270495944,0.0,0.0,0.0,0.0,0.1438302496977495,0.0,0.8128547232526561,0.0,18-24,Under 50K,South South
ANON_7519de48c8893b59,Female,286,3,52409.58,17469.86,0.0,0.0,0.0,0.1537274292219094,0.0,0.0,0.8055477643591114,0.0,0.0407248064189791,18-24,50K-500K,South West
ANON_1526ee7de4ca9984,Female,128,5,32241.2,6448.24,0.1741827227274418,0.0,0.0,0.5365188020297011,0.0,0.2223459424587174,0.0,0.0,0.0669525327841395,35-44,50K-500K,North West
ANON_90c4154a53405b20,Female,3,10,71905.67,7190.567,0.0878302086608747,0.3531439175797958,0.2516445504227969,0.0,0.0,0.0,0.2528918790409712,0.0,0.0544894442955611,35-44,50K-500K,South South
ANON_05a577f97f49e552,Female,295,1,774.77,774.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25-34,50K-500K,North Central
ANON_ebb2ca1f5c3689f7,Male,343,2,17047.0,8523.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18-24,Under 50K,North Central
ANON_3dc7bb708e6a9813,Male,82,8,75994.70999999999,9499.33875,0.2630654160006664,0.5256243493790554,0.0,0.0,0.0302522372938853,0.0,0.1320599815434522,0.0147426051102767,0.0342554106726639,18-24,50K-500K,North West
ANON_898011862ca39463,Female,165,7,111785.67,15969.381428571429,0.3059651563568031,0.1015549667502104,0.3538837312510628,0.0,0.0,0.0,0.0,0.2226238837231999,0.0159722619187235,35-44,Under 50K,South South
ANON_fefdf8e8c78a45f8,Female,259,5,43924.55,8784.91,0.21969445332963,0.0,0.0269992521266581,0.0,0.0,0.0,0.1065668288007503,0.6042384042636748,0.0425010614792866,25-34,Under 50K,South East
ANON_2bc704e62a477b85,Female,455,2,4495.1,2247.55,0.0,0.0,0.574347622967231,0.0,0.0,0.0,0.0,0.0,0.425652377032769,25-34,Under 50K,South East
ANON_46f666f5eb36758c,Male,3,10,50668.86,5066.886,0.0075253321270697,0.12117896475271,0.1984372650183959,0.2343636703095352,0.0,0.0973828896091208,0.0,0.2360907665970776,0.1050211115860905,25-34,Under 50K,South South
ANON_72bd3850789debc9,Female,7,8,55749.07,6968.63375,0.0,0.0,0.1260612957310319,0.4792304158616457,0.0,0.3595084187054599,0.0,0.0351998697018622,0.0,25-34,Under 50K,North Central
ANON_92a7b60c80ae3a87,Male,329,3,45497.52,15165.840000000002,0.0,0.7631541235654163,0.0,0.0,0.0,0.0130512608159741,0.2237946156186095,0.0,0.0,25-34,50K-500K,North Central
ANON_095407e3f7c4770f,Male,186,7,81307.51,11615.358571428573,0.0097041466403287,0.0347109387558418,0.0,0.0,0.0,0.0067745279618082,0.799694886733095,0.0,0.1491154999089259,25-34,Under 50K,North Central
ANON_16f9c40721fb2ed1,Female,14,8,109421.48,13677.685,0.1607960338317486,0.0,0.2879100154741099,0.0,0.0452312471006606,0.0,0.5060627035934809,0.0,0.0,45-59,Under 50K,South East
ANON_dcc51a5d978450b9,Female,89,4,23002.86,5750.715,0.0,0.0,0.1256956743639704,0.0,0.0,0.4070124323671056,0.4672918932689239,0.0,0.0,45-59,Under 50K,South East
ANON_ddceac0d3993edbd,Female,45,8,91171.12,11396.39,0.4588531982496212,0.0052715158045661,0.1452701250132717,0.0538711162043419,0.0,0.0,0.1143286382793147,0.2224054064488842,0.0,35-44,50K-500K,South West
ANON_cb3a17609f1b7608,Female,50,5,40958.05,8191.610000000001,0.0,0.3124067185815731,0.3811895341697175,0.3064037472487093,0.0,0.0,0.0,0.0,0.0,25-34,Under 50K,North Central
ANON_88b3bbab9e8e2d7b,Unspecified,3,5,13537.29,2707.458,0.0,0.4104721107400373,0.0,0.3049930968458236,0.0,0.0,0.0,0.257644624588821,0.026890167825318,35-44,Under 50K,Other
ANON_f7b6903ef002030e,Female,134,4,43705.57,10926.3925,0.0,0.0,0.1640596381651126,0.0,0.0,0.0,0.7502155903698315,0.0857247714650558,0.0,35-44,Under 50K,South West
ANON_d79f3c37b4f182c3,Male,97,6,103860.29,17310.048333333332,0.1243665890014364,0.0,0.0,0.0,0.0,0.0,0.3017653811673355,0.0872450866447609,0.4866229431864671,35-44,Under 50K,South East
ANON_3399b0ce5db758d1,Female,27,5,102294.42,20458.884,0.1068665328959292,0.0,0.0,0.0,0.0,0.0477219578545926,0.7514830232186662,0.0,0.0939284860308118,18-24,50K-500K,South South
ANON_c39a0b816573386b,Female,209,2,14977.9,7488.95,0.0,0.2705112198639329,0.0,0.0,0.0,0.0,0.0,0.0,0.7294887801360671,35-44,Under 50K,South South
ANON_36fb0001ffe8ddd7,Male,136,7,93919.03,13417.004285714283,0.5948144907373937,0.044960323802322,0.0398728564381467,0.3169897517042073,0.0,0.0,0.0,0.0,0.0033625773179301,18-24,50K-500K,South East
ANON_14f36255ba7f4974,Male,29,9,42985.48,4776.164444444445,0.0,0.3616688705116239,0.0,0.0,0.0,0.1894393176486571,0.0744097774411266,0.3307958873554512,0.043686147043141,35-44,Under 50K,South East
ANON_96c649ac3458164e,Female,241,9,79153.29999999999,8794.81111111111,0.0,0.1679967859836545,0.1601791713042917,0.0,0.0,0.2036666822482448,0.0133617928753444,0.0552056578816044,0.39958990970686,45-59,50K-500K,South South
ANON_0bc632f12d308b07,Unspecified,4,8,126559.17,15819.89625,0.0671068718292005,0.150490399075784,0.0,0.0252811392489378,0.0,0.0,0.0,0.750883005948917,0.0062385838971605,35-44,Under 50K,Other
ANON_beb01adccba8fc5a,Female,234,5,56065.81,11213.162,0.0,0.142918652205328,0.260793699404325,0.0,0.0,0.0,0.0,0.0658376290291712,0.5304500193611758,35-44,50K-500K,North West
ANON_182ec3b21212165d,Female,81,8,304949.12,38118.64,0.0554136703198225,0.4306422658311,0.0147821380825758,0.0144432290868719,0.0,0.3514645328374779,0.0,0.1332541638421517,0.0,45-59,50K-500K,South West
ANON_564dbbc9e24a2396,Male,83,4,30836.44,7709.110000000001,0.0,0.0,0.1657146544802188,0.0,0.0956546864683471,0.3773545195230058,0.0,0.0,0.361276139528428,45-59,50K-500K,South East
ANON_85e1100065710cbb,Female,12,9,53293.33,5921.48111111111,0.1246692597366312,0.0,0.1075046351954362,0.053821557031621,0.0,0.345581332598282,0.3684232154380294,0.0,0.0,25-34,Under 50K,South West
ANON_28eca2205f629247,Male,126,4,490287.9441500111,122571.98603750278,0.0,0.0,0.0,0.0212569371210384,0.0,0.0197851489430709,0.9589579139358906,0.0,0.0,45-59,Under 50K,South West
ANON_6735b8c1a45a1195,Male,57,9,58948.31,6549.812222222222,0.2472966570203624,0.4698446825702043,0.0,0.0,0.0,0.0056059283124486,0.1677786861065228,0.1094740459904618,0.0,45-59,500K-2M,North Central
ANON_5b911a13917f5d58,Female,89,5,28071.230000000003,5614.246000000001,0.0533763572169797,0.1107984936890902,0.0384653611544631,0.0,0.0,0.112487055251943,0.0,0.0,0.6848727326875238,35-44,50K-500K,South East
ANON_1a068076bdd0812c,Female,5,5,47411.66,9482.332,0.1677104324126175,0.0,0.5698003402538532,0.2624892273335293,0.0,0.0,0.0,0.0,0.0,25-34,Under 50K,North Central
ANON_6188a65e43951258,Female,58,5,22518.11,4503.622,0.2222166958061755,0.0,0.0,0.0524138127045298,0.0,0.4350751461823394,0.0,0.0,0.2902943453069551,45-59,Under 50K,North Central
ANON_0b1db4c255ec3472,Male,51,6,57942.83,9657.138333333334,0.5050122681270487,0.2604424050395882,0.0,0.0499689090091043,0.0,0.0,0.0,0.1845764178242588,0.0,35-44,50K-500K,South South
ANON_f22fbcb562ce7e6e,Male,202,9,200296.19,22255.132222222222,0.1140774569900705,0.0,0.0,0.0,0.0,0.0139474944580823,0.0,0.0658189254623365,0.8061561230895106,45-59,50K-500K,North Central
ANON_0e838c8dda09a19f,Male,63,8,158284.72,19785.59,0.0658957478649865,0.0,0.0304082415535751,0.0,0.0,0.0,0.8605292412306128,0.0061346414233793,0.0370321279274461,45-59,Under 50K,South South
ANON_c2b84425b7be66e3,Male,10,6,45413.53,7568.921666666666,0.0,0.1807331427440236,0.2311194483229998,0.0,0.0,0.1633400882952723,0.3635852575212717,0.0612220631164324,0.0,35-44,50K-500K,South South
ANON_9c0b6e57f37e32b6,Male,155,6,92189.86,15364.976666666667,0.0117857864194608,0.0224524692845829,0.0789094375455174,0.0045864046219399,0.0,0.0,0.5604820313210152,0.3217838708074836,0.0,45-59,Under 50K,South East
ANON_aa35b4ad57941c5f,Male,375,1,12077.65,12077.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,50K-500K,South East
ANON_08f2bdcd67bd811b,Female,67,2,2811.44,1405.72,0.0,0.0,0.0,0.61722462510315,0.0,0.0,0.0,0.38277537489685,0.0,45-59,50K-500K,South East
ANON_64c948f94f091131,Female,186,4,26055.34,6513.835,0.0,0.3871490450709912,0.5882820949563505,0.0,0.0,0.0,0.0,0.0245688599726581,0.0,18-24,Under 50K,South South
ANON_9e088459e95b599d,Female,158,3,6346.52,2115.5066666666667,0.0,0.4382149587490466,0.0539145862614472,0.0,0.0,0.0,0.0,0.507870454989506,0.0,25-34,50K-500K,North West
ANON_c85d8b15243bd0e0,Female,132,7,273608.27,39086.89571428571,0.0,0.0,0.0334480752354451,0.0,0.0,0.582848171950358,0.0105132421618688,0.2298060654380073,0.1433844452143204,25-34,Under 50K,North Central
ANON_0ede37edab7d10d1,Female,170,9,110412.53,12268.058888888889,0.0554415336737596,0.0587622618556064,0.0,0.1328418975636189,0.5659202809681111,0.0,0.0040076067453576,0.1141826928519797,0.0688437263415664,25-34,50K-500K,South West
ANON_92024316a90f2f1b,Female,76,13,215100.04,16546.156923076924,0.1067250847559117,0.0707545661079375,0.0,0.0878152788813986,0.0,0.5407922750734961,0.1644282818357448,0.0176423956034596,0.0118421177420515,25-34,Under 50K,South East
ANON_352368422e1794d8,Male,6,6,69616.09,11602.681666666664,0.0,0.1975546170432726,0.2614125556318948,0.0,0.0,0.2086455875358699,0.0,0.3182528636698786,0.0141343761190839,25-34,Under 50K,South West
ANON_bece0081a72cf49c,Female,121,7,44381.32,6340.188571428572,0.2045660201183741,0.2863328535518997,0.007969569179105,0.0,0.0,0.0208957282027663,0.368955677749107,0.0771229877795432,0.0341571634192042,35-44,Under 50K,North West
ANON_32a7ee0587efbd41,Female,123,3,48611.63,16203.876666666663,0.5184553572879576,0.0,0.0,0.2188669666086078,0.0,0.0,0.0,0.2626776761034345,0.0,35-44,Under 50K,South East
ANON_ac79b8d27e11b30d,Female,186,6,32799.92,5466.653333333333,0.0664263815277598,0.1995916453454764,0.3076080673367496,0.0,0.1196713284666548,0.0,0.3067025773233593,0.0,0.0,35-44,Under 50K,South East
ANON_00255a0b148976e7,Male,5,9,36118.79,4013.198888888889,0.040180471161963,0.1403449561848555,0.0,0.1527451501005432,0.0,0.0453725055573567,0.0,0.1363860749488008,0.4849708420464804,18-24,50K-500K,South East
ANON_117f05539183f4d1,Female,149,5,60131.21,12026.242,0.2026333745820182,0.2140874930007229,0.1215673192007943,0.0,0.0,0.0,0.1294908251472072,0.0,0.3322209880692572,25-34,50K-500K,North Central
ANON_0fbf3d914d477c4c,Male,116,5,96927.79,19385.558,0.1599628960899655,0.0,0.0,0.3875473690259521,0.0,0.2825424989056286,0.0,0.1699472359784536,0.0,35-44,Under 50K,South East
ANON_a3bf8546e86e4abc,Male,129,4,14198.08,3549.52,0.2161919076382158,0.0,0.0,0.0,0.0,0.2149480774865333,0.5688600148752507,0.0,0.0,45-59,Under 50K,South South
ANON_e2067ff6726db578,Male,147,2,10531.52,5265.76,0.0,0.8550446659171705,0.0,0.0,0.0,0.0,0.1449553340828294,0.0,0.0,18-24,Under 50K,South East
ANON_a56ef7b9fccc3c82,Female,307,6,67093.48000000001,11182.246666666668,0.0,0.0481078042158492,0.1204789198592769,0.0,0.0,0.769169820972172,0.0,0.0622434549527018,0.0,35-44,50K-500K,South East
ANON_196956c6455cf6c6,Female,85,7,509200.4541500111,72742.92202143016,0.0241758818156382,0.923340700736099,0.0035151186245263,0.0,0.0297084377610225,0.0058915894036421,0.0,0.0074766822554294,0.0058915894036421,18-24,50K-500K,North West
ANON_ccb4142e5b514551,Female,363,3,16576.15,5525.383333333334,0.0,0.0,0.0,0.2892052738422371,0.0,0.0,0.0,0.0,0.7107947261577628,35-44,Under 50K,South South
ANON_afa6fb6b30c58add,Male,66,5,83423.26,16684.652,0.0,0.0,0.0378575471637047,0.0,0.0,0.0,0.0,0.191899237694619,0.7702432151416764,18-24,50K-500K,South East
ANON_e2c2899421c6a446,Male,12,8,52313.14,6539.1425,0.1529235293465465,0.1160746611654356,0.2191107243801461,0.0,0.0,0.1047228287195148,0.0,0.3449544416565322,0.0622138147318245,35-44,Under 50K,South West
ANON_11dac5dbe181c1e4,Unspecified,35,6,21396.75,3566.125,0.1638856368373701,0.0,0.2607087524974587,0.0,0.0,0.0,0.0778721067451832,0.4450507670557445,0.0524827368642434,35-44,Under 50K,Other
ANON_6c87fb89eae07b00,Female,34,6,46905.225,7817.537499999999,0.0,0.5128508604318602,0.0471542349493046,0.0,0.0,0.0,0.0672063719980023,0.0122197473735601,0.3605687852472726,18-24,50K-500K,South South
ANON_7863f0479e782bce,Female,69,7,25832.88,3690.411428571428,0.2337664248043578,0.0,0.3213075739135551,0.0,0.0,0.3727966064952882,0.0,0.0,0.0721293947867988,45-59,Under 50K,South West
ANON_168e087835a3a2c3,Female,118,4,25827.43,6456.8575,0.0,0.0,0.0,0.141202202464589,0.0,0.7973317515525161,0.0340459736024838,0.0,0.027420072380411,35-44,Under 50K,North West
ANON_8a56e4efdd7e4068,Unspecified,175,6,148796.83,24799.471666666665,0.0676672345775108,0.0586017860729963,0.0801587641349617,0.127954002783527,0.0,0.0,0.3889199790076172,0.0,0.2766982334233867,35-44,50K-500K,Other
ANON_e77a7621fd21fc71,Male,361,1,6895.68,6895.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-59,50K-500K,South West
ANON_deaa889219a92e97,Female,134,4,166835.02,41708.755,0.0,0.8323739823929054,0.0087301215296404,0.0,0.0,0.0,0.0,0.1344171625357793,0.0244787335416748,25-34,50K-500K,North Central
ANON_e8f1680fa0baac32,Male,33,5,12800.29,2560.058,0.4905826352371704,0.0716710324531709,0.1537933906184938,0.2839529416911648,0.0,0.0,0.0,0.0,0.0,45-59,Under 50K,South West
ANON_6927e927e53bf6c8,Male,3,4,490416.0641500111,122604.01603750278,0.0,0.0,0.0,0.0,0.0,0.0175844362173302,0.0,0.9824155637826698,0.0,35-44,50K-500K,South South
ANON_efd2ff61ec44d0ac,Female,23,6,48878.880000000005,8146.48,0.0191761758861905,0.0,0.5978305967730848,0.0,0.0,0.0,0.2889313339421852,0.0940618933985394,0.0,35-44,50K-500K,South South
ANON_33a12046c1949de6,Female,14,13,230561.99,17735.537692307695,0.5195112602905622,0.0676618899758802,0.008361178700791,0.0765205053964012,0.0,0.2565387729347756,0.0,0.0101711474645061,0.0612352452370835,25-34,50K-500K,South South
ANON_5d70781be3105478,Unspecified,141,11,56039.59,5094.508181818182,0.0085259367529277,0.4358399124618863,0.3184628938220283,0.0356064346652072,0.0496261660729495,0.0465925964126432,0.0690217398093026,0.0363243200030549,0.0,35-44,Under 50K,Other
ANON_e90878ea9ea3c62d,Male,176,4,32444.390000000003,8111.097500000001,0.1756201919653906,0.3117463450537981,0.0,0.2720997374276415,0.0,0.2405337255531695,0.0,0.0,0.0,60+,Under 50K,North West
ANON_75e6d4945da285b0,Female,61,9,131966.77,14662.974444444444,0.169069531670738,0.2958581921797433,0.0,0.0027897174417468,0.0,0.102165189009324,0.0,0.3940466982710874,0.03607067142736,35-44,500K-2M,South South
ANON_f93e8443f8288311,Male,83,5,49082.9,9816.58,0.0,0.0,0.1638990361205226,0.0364805258043025,0.0,0.2276558638548252,0.0,0.5719645742203496,0.0,45-59,Under 50K,South West
ANON_c751a3b6eb480118,Male,3,8,114567.66,14320.9575,0.1783149799864988,0.0,0.5186433064967898,0.042040572356981,0.0,0.0452941083024651,0.0251920131737001,0.1905150196835651,0.0,18-24,50K-500K,North West
ANON_8c45f27476ecaddc,Unspecified,1,3,4025.25,1341.75,0.4097136823799763,0.0,0.4908962176262343,0.0,0.0,0.0,0.0,0.0,0.0993900999937892,35-44,Under 50K,Other
ANON_507b76633ac51571,Male,211,4,43701.0,10925.25,0.0,0.0,0.0,0.1693061943662616,0.0,0.0,0.1896741493329672,0.6410196563007712,0.0,18-24,50K-500K,South East
ANON_61106e46edd29b32,Female,50,6,25475.39,4245.8983333333335,0.1020628143474938,0.0,0.6465129680055928,0.0,0.0,0.1995372789189881,0.0,0.0518869387279252,0.0,35-44,50K-500K,South East
ANON_cfa17d0f8388e79d,Female,184,9,145163.51,16129.27888888889,0.0180032847097731,0.1368339743231615,0.0621470919241343,0.1052369841429158,0.0,0.0076204412527638,0.0,0.6701582236472513,0.0,35-44,Under 50K,North Central
ANON_b969da0da45e3e07,Female,15,8,40620.84,5077.6050000000005,0.0,0.2111647617331399,0.1186590429936948,0.0,0.0,0.0898504314534116,0.0384287966472382,0.5418969671725153,0.0,45-59,50K-500K,South West
ANON_b483bf23ee76f4ec,Male,500,2,8957.07,4478.535,0.2084922859819115,0.7915077140180885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-59,Under 50K,South West
ANON_8af6a4f484867667,Female,237,6,111049.18,18508.196666666667,0.1173334193012501,0.1581438061946968,0.02699335555652,0.3456650467837763,0.0,0.3518643721637566,0.0,0.0,0.0,18-24,Under 50K,South West
ANON_577fe8cd6d35343d,Male,171,4,12906.52,3226.63,0.0,0.4257747247127808,0.0,0.1841565348366562,0.0,0.2299186767618226,0.1601500636887402,0.0,0.0,35-44,Under 50K,South East
ANON_603d54bce85030cd,Male,241,6,17871.56,2978.5933333333337,0.2649561649906332,0.0,0.0243923865627846,0.5648986434312394,0.0,0.0,0.0,0.1457528050153428,0.0,18-24,50K-500K,South West
ANON_ba43f697864562b8,Male,105,6,32749.74,5458.29,0.2157772855601296,0.0,0.1966895004357286,0.0,0.3514430954261011,0.2360901185780406,0.0,0.0,0.0,25-34,Under 50K,North Central
ANON_1fc35409e2fad6d1,Unspecified,14,7,50063.51,7151.93,0.0,0.091855724858285,0.0,0.0405413044351065,0.0424001433379321,0.2234855286814688,0.0591183079252733,0.5425989907619342,0.0,35-44,Under 50K,Other
ANON_43755a026a751f5c,Female,18,6,24984.21,4164.035,0.0499699610273849,0.0135377504431799,0.8663832076339417,0.0,0.0,0.0,0.0,0.0,0.0701090808954935,18-24,Under 50K,North West
ANON_054c96139585a214,Male,391,7,390131.43,55733.06142857143,0.0181455516157721,0.0,0.0,0.0103790150924266,0.0,0.0164499435485113,0.0011466392236072,0.9538788505196824,0.0,18-24,50K-500K,South East
ANON_b79f40112cf7990b,Male,123,9,746400.0341500111,82933.33712777901,0.0142997581881874,0.1222786251663767,0.056695093869054,0.0115401120121986,0.0,0.0070441583057903,0.0342640123658676,0.0,0.7538782400925252,35-44,50K-500K,Other
ANON_8632954823e396fe,Male,163,9,50472.86,5608.095555555556,0.0451038439272115,0.0,0.3384521899492123,0.380507662930137,0.0,0.1341306991519799,0.0,0.0667538950636044,0.0350517089778546,25-34,50K-500K,South East
ANON_91dce40e10350f54,Male,90,3,19796.45,6598.816666666667,0.0,0.0,0.0,0.8357442874858876,0.0,0.0,0.0,0.0,0.1642557125141123,35-44,50K-500K,South South
ANON_7e4f11f95834dcf0,Female,10,5,48330.67,9666.134,0.0,0.1541367003602474,0.0,0.0788590350599319,0.0,0.0,0.0880989235199925,0.0438620031545186,0.6350433379053094,18-24,50K-500K,South West
ANON_cac380e2ea84bc5c,Unspecified,8,10,118428.33,11842.833,0.2396347225364066,0.1368768773485195,0.1026708727548551,0.0028364834664138,0.0,0.1403223367246671,0.0662664077083582,0.0819246543457971,0.2294676451149822,35-44,Under 50K,Other
ANON_58479015eac308a1,Male,26,9,171226.5,19025.166666666668,0.0565213328544354,0.0756715812096842,0.0,0.0,0.0,0.5179171448344736,0.017209894496471,0.0,0.3326800466049355,25-34,50K-500K,South South
ANON_f6079cd7c4d34b1f,Male,256,6,91131.56,15188.593333333332,0.0194245550059715,0.8128389330765324,0.0670216772323441,0.0081949656079628,0.0,0.0,0.0,0.0099547291849278,0.0825651398922612,45-59,Under 50K,South South
ANON_40a149e1ca071060,Female,165,6,60762.53,10127.088333333331,0.0,0.4279708234663698,0.0,0.0471436920088745,0.3692599699189615,0.155625514605794,0.0,0.0,0.0,18-24,500K-2M,South West
ANON_917a24b912477f94,Female,15,4,18983.31,4745.8275,0.2029082388687747,0.0,0.0,0.2806807664206084,0.0,0.0,0.0168131901127885,0.0,0.4995978045978284,18-24,Under 50K,North Central
ANON_d6a92f9f82d8f966,Male,92,8,70810.03,8851.25375,0.0,0.0,0.036572643734228,0.0,0.0,0.6288593579186452,0.0629744119583059,0.0459796444091324,0.2256139419796884,35-44,50K-500K,North Central
ANON_d862d83747b6b3d6,Male,240,2,26397.120000000003,13198.56,0.0,0.0,0.5320466778193984,0.0,0.0,0.0,0.0,0.4679533221806015,0.0,18-24,Under 50K,North Central
ANON_2e2dc946e1285cff,Unspecified,11,6,43491.22,7248.536666666667,0.0409222827044171,0.1717132791400195,0.0,0.2776063766433777,0.0,0.0524558750018969,0.0253644298780305,0.0,0.4319377566322582,35-44,Under 50K,Other
