customer_id,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer
FB100033,93,9,108521.83,12057.981111111112,0.0,0.3233505185085802,0.0,0.0,0.037076411262139605,0.061954815911231864,0.07917605149120688,0.39914264254482257,0.09929956028201883
FB100034,8,2,18876.0,9438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FB100035,105,6,487877.9741500111,81312.99569166852,0.0,0.0070629546373833195,0.0,0.007379037773271278,0.0,0.017891502511888507,0.0,0.003971628363374756,0.9636948767140822
FB100036,264,5,36702.38,7340.476,0.18068528525943,0.0,0.0,0.4227428847938471,0.0,0.20018075122103796,0.0,0.0,0.19639107872568481
FB100037,10,5,48330.67,9666.134,0.0,0.15413670036024743,0.0,0.07885903505993193,0.0,0.0,0.08809892351999259,0.04386200315451866,0.6350433379053094
FB100038,122,4,16177.27,4044.3175,0.5912357276598585,0.0,0.0,0.0,0.0,0.29721207595595545,0.0767280264222579,0.03482416996192806,0.0
FB100039,317,5,16103.3,3220.66,0.0,0.511148646550707,0.0,0.0,0.0,0.21012587482068892,0.17717921171436912,0.0,0.10154626691423498
FB100040,275,5,54816.58,10963.316,0.10816672619853336,0.5778209804405893,0.0,0.0,0.0,0.03147679041633024,0.0,0.0,0.2825355029445471
FB100041,249,4,26262.15,6565.5375,0.0,0.15684169041757814,0.0,0.0,0.0,0.0,0.7395544538432687,0.0,0.1036038557391531
FB100042,34,10,87092.81,8709.280999999999,0.054829325176211446,0.1297597356199668,0.09778981755210334,0.10154512180741442,0.0,0.0423290969713803,0.016339351089946462,0.0,0.5574075517829773
FB100043,143,4,18258.8,4564.7,0.0,0.13463699695489298,0.31360220825026836,0.0,0.0,0.0,0.5517607947948386,0.0,0.0
FB100044,159,6,22983.719999999998,3830.6199999999994,0.0,0.0,0.0,0.5398908444760029,0.0,0.0,0.0,0.22246398755292876,0.23764516797106822
FB100045,224,5,62613.80000000001,12522.760000000002,0.0,0.0,0.0,0.1876268490332802,0.0,0.6551159648511989,0.07858283637153471,0.07867434974398615,0.0
FB100046,32,3,8445.36,2815.1200000000003,0.0,0.21381326550910795,0.0,0.5997387914783976,0.0,0.0,0.0,0.0,0.1864479430124944
FB100047,156,4,13705.54,3426.385,0.0,0.0,0.0,0.26634193180276006,0.0,0.445946675577905,0.15387938016305816,0.0,0.13383201245627682
FB100048,118,10,56203.82,5620.382,0.3183354796880354,0.11225429161220714,0.0,0.0,0.0,0.13686916654419573,0.0,0.3570381870840807,0.0755028750714809
FB100049,142,6,64268.75,10711.458333333334,0.5804847612564427,0.0,0.2769034717494895,0.0,0.0,0.026863755713313234,0.0,0.0,0.11574801128075464
FB100050,445,4,244476.34000000003,61119.08500000001,0.9022448961727748,0.0,0.0,0.0,0.0,0.004188421668943506,0.0,0.09356668215828166,0.0
FB100051,13,6,288042.87,48007.145,0.006057466376445979,0.0,0.05130493249147254,0.0,0.0,0.017512393207302787,0.0,0.11494795896180317,0.8101772489629756
FB100052,30,9,153253.95,17028.216666666667,0.2854100008515278,0.0,0.00222898006870296,0.3186984740034433,0.0,0.0,0.0,0.280719028775441,0.1129435163008849
FB100053,699,3,17545.760000000002,5848.586666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.26992732147253806,0.149405896353307,0.5806667821741548
FB100054,28,5,75030.38,15006.076000000001,0.0,0.08716402609183108,0.010160151128116373,0.8044492111062214,0.0,0.0,0.0,0.09822661167383134,0.0
FB100055,56,7,78985.24,11283.605714285715,0.09303231844329396,0.10023417033359651,0.0,0.0,0.0,0.0,0.0573585647141162,0.5061049380871666,0.24327000842182667
FB100056,288,6,45228.99,7538.165,0.0,0.3658239991651372,0.0,0.024337045775287044,0.0,0.0,0.2885439184027766,0.06804750669869038,0.25324752995810873
FB100057,14,10,39119.26,3911.9260000000004,0.07800403177360717,0.24136013820302327,0.2325294496879542,0.12366798349457528,0.08148620398238617,0.18794373922206095,0.0,0.05500845363639291,0.0
FB100058,284,3,482197.3141500111,160732.4380500037,0.9763459487116687,0.0,0.0,0.0,0.0,0.0,0.02365405128833138,0.0,0.0
FB100059,56,11,111378.27,10125.297272727274,0.2807071792370271,0.08303406041411848,0.044214010506717326,0.0,0.0,0.27030344428944714,0.20255782389150057,0.0913006639445917,0.02788281771659768
FB100060,78,3,14677.269999999999,4892.423333333333,0.6460649698479348,0.0,0.0,0.0,0.0,0.0,0.26362191333946977,0.09031311681259525,0.0
FB100061,92,9,89001.33,9889.036666666667,0.05622275532286989,0.04764097345511578,0.020316550325708616,0.6859961530911953,0.0,0.0,0.062178059586300564,0.1182209299568894,0.009424578261920355
FB100062,24,10,106181.25,10618.125,0.3684223909588557,0.0,0.05954488198245923,0.0,0.04310657484254517,0.3740904349873447,0.1375430219553829,0.0,0.017292695273412203
FB100063,56,7,121927.17,17418.167142857143,0.04939875173023371,0.0,0.0,0.0,0.0,0.07822637070966217,0.6495911452713944,0.0,0.22278373228870973
FB100064,37,7,151734.97,21676.424285714285,0.5641083265116801,0.0,0.01621735582773041,0.0,0.0,0.026636509698456455,0.0,0.3437429750043776,0.04929483295775521
FB100065,233,8,67948.47,8493.55875,0.0,0.0,0.44100139414470996,0.4231465403120924,0.0,0.13585206554319768,0.0,0.0,0.0
FB100066,76,6,36616.61,6102.768333333333,0.477044434206225,0.20100468066268284,0.0,0.08682180027042372,0.0,0.16004676566181303,0.07508231919885539,0.0,0.0
FB100067,7,8,58494.329999999994,7311.791249999999,0.6765616428122178,0.0,0.04655117855012614,0.0,0.0,0.2129688467241184,0.0,0.0639183319135376,0.0
FB100068,2,4,57208.560000000005,14302.140000000001,0.1430887265821758,0.7933155457854559,0.04638082133163289,0.0,0.0,0.0,0.0,0.017214906300735414,0.0
FB100069,43,10,79449.4,7944.94,0.3682795590652667,0.0,0.21470533446445159,0.117939971856301,0.0,0.0,0.009175903153453645,0.01520401664455616,0.2746952148159709
FB100070,65,3,11778.130000000001,3926.0433333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FB100071,35,6,70287.98,11714.663333333332,0.0,0.11140681521933055,0.012079874823547356,0.008377392549906828,0.0,0.3434699645657764,0.0,0.5246659528414389,0.0
FB100072,369,5,22331.75,4466.35,0.5610523134102792,0.0,0.0,0.43316578414141305,0.0,0.005781902448307902,0.0,0.0,0.0
FB100073,46,10,49923.36,4992.336,0.0,0.0,0.11413654850154316,0.2765164444059855,0.0,0.01880903048192269,0.34292723887174265,0.0,0.24761073773880607
FB100074,35,2,30501.989999999998,15250.994999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47668234105381324,0.5233176589461868
FB100075,389,4,16968.02,4242.005,0.0,0.0,0.3454480841017396,0.36148118637295334,0.0,0.2168261234958469,0.0,0.0,0.07624460602946012
FB100076,167,4,39809.229999999996,9952.307499999999,0.0,0.0,0.4535724504091136,0.4621963298461186,0.0,0.0,0.0,0.0,0.08423121974476773
FB100077,159,3,43558.32,14519.44,0.0,0.0,0.0,0.0,0.0,0.06384153475156985,0.0,0.0,0.9361584652484302
FB100078,120,5,187260.19,37452.038,0.0,0.01445902623510101,0.0,0.0,0.0,0.015688385235537783,0.006106903982101054,0.9637456845472602,0.0
FB100079,35,6,21396.75,3566.125,0.16388563683737015,0.0,0.26070875249745873,0.0,0.0,0.0,0.07787210674518326,0.4450507670557445,0.0524827368642434
FB100080,307,6,67093.48000000001,11182.246666666668,0.0,0.04810780421584929,0.12047891985927695,0.0,0.0,0.769169820972172,0.0,0.06224345495270182,0.0
FB100081,19,8,72336.99,9042.12375,0.19744379742646184,0.0,0.0,0.0,0.0,0.46965957527400565,0.05576303354618431,0.2004137855335147,0.07671980821983329
FB100082,75,9,580555.5641500112,64506.17379444568,0.0,0.038697570718993116,0.0,0.8436716214530173,0.0,0.0,0.10057729803260018,0.0,0.01705350979538934
FB100083,33,8,38672.520000000004,4834.0650000000005,0.19771610435523723,0.08248828884179257,0.07804870228265445,0.08808632072593148,0.0,0.18801283185062673,0.3656477519437574,0.0,0.0
FB100084,112,4,28892.980000000003,7223.245000000001,0.4904374695860379,0.0,0.0,0.4372719601785624,0.0,0.014339123205706024,0.0,0.05795144702969372,0.0
FB100085,65,4,14047.35,3511.8375,0.0,0.0,0.05244903843073604,0.0,0.0,0.0,0.9268082592090323,0.0,0.020742702360231645
FB100086,184,6,10510.55,1751.7583333333332,0.3609706437817241,0.0,0.0,0.3856724909733554,0.0,0.0,0.2533568652449206,0.0,0.0
FB100087,55,7,52535.74,7505.105714285714,0.0,0.4091186304789844,0.4457394147298581,0.07606155352527631,0.0,0.0,0.0,0.06908040126588108,0.0
FB100088,74,8,228197.22,28524.6525,0.04767836347874878,0.21953611003674803,0.006415459399549214,0.35335921270206533,0.0,0.0,0.0,0.29711882554923325,0.07589202883365537
FB100089,8,8,173644.55,21705.56875,0.4734454378211122,0.1768020937023362,0.03859510707361677,0.09047182880199811,0.0,0.0,0.2206855326009368,0.0,0.0
FB100090,5,3,8253.03,2751.01,0.14529088104611274,0.0,0.0,0.0,0.0,0.4880462084834297,0.36666291047045746,0.0,0.0
FB100091,37,4,52976.43,13244.1075,0.0,0.0,0.0,0.5302652519242991,0.0,0.0,0.15960173231756083,0.31013301575814,0.0
FB100092,41,9,180739.66999999998,20082.185555555552,0.350154783396473,0.027996067493096567,0.0,0.0,0.0,0.028942732937378944,0.3661856857434785,0.10592129552964218,0.12079943489993095
FB100093,481,3,92390.29,30796.763333333332,0.0,0.6673708893001635,0.0,0.3326291106998365,0.0,0.0,0.0,0.0,0.0
FB100094,34,5,142992.5,28598.5,0.0,0.0,0.11729461335384724,0.0,0.0,0.012001398674755668,0.575233666101369,0.0,0.29547032187002814
FB100095,9,6,51631.29,8605.215,0.49669260636331186,0.04675788654515508,0.0,0.0,0.0,0.0,0.0,0.0,0.456549507091533
FB100096,30,8,169231.66,21153.9575,0.0,0.7362966834929113,0.009956883954219913,0.02187132124095456,0.02092516258482603,0.17960108646337217,0.0,0.0,0.0313488622637159
FB100097,24,9,233836.54,25981.83777777778,0.13884006323391546,0.0,0.005368194380570291,0.8015262285355403,0.0,0.0,0.03059466240819335,0.0,0.023670851441780657
FB100098,38,9,50436.44,5604.048888888889,0.23450108691255764,0.0,0.025797617754147597,0.03401667524512039,0.0,0.3036602107523846,0.40202440933578976,0.0,0.0
FB100099,36,9,190749.38,21194.375555555554,0.2626844711107318,0.0,0.11140628609120512,0.0,0.0,0.02318854194965142,0.0,0.21981838158530317,0.38290231926310847
FB100100,90,7,199529.83000000002,28504.26142857143,0.0,0.06870065493465313,0.23352828998050068,0.09500198541741854,0.0,0.0,0.0,0.6010893709476924,0.0016796987197352897
FB100101,294,6,58921.07,9820.178333333333,0.0,0.0,0.42740958370240056,0.09878741170179021,0.0,0.0,0.0,0.19977149091148552,0.2740315136843238
FB100102,32,6,150354.83,25059.138333333332,0.42846185919002405,0.0,0.034682357726718856,0.022422691708673413,0.0,0.0,0.0,0.4028323533071735,0.11160073806741028
FB100103,360,5,43142.06,8628.412,0.0,0.0,0.0,0.13723081373490278,0.0,0.0,0.3333686430365171,0.041011486238719246,0.48838905698986096
FB100104,37,10,202767.33000000002,20276.733,0.13774097632000185,0.0194634411766432,0.02414678932745231,0.7357115172350498,0.0,0.04825200391009735,0.0031522336463176786,0.0,0.03153303838443797
FB100105,65,2,10578.739999999998,5289.369999999999,0.5243091332238056,0.0,0.0,0.0,0.0,0.0,0.47569086677619454,0.0,0.0
FB100106,11,12,80499.17,6708.264166666667,0.0,0.0,0.3712891698138005,0.06380202429416353,0.08209637440982309,0.0,0.3491432271910381,0.040843029810121015,0.09282617448105364
FB100107,269,2,90594.26000000001,45297.130000000005,0.9441999967768377,0.0,0.05580000322316225,0.0,0.0,0.0,0.0,0.0,0.0
FB100108,101,4,94889.33,23722.3325,0.10553820961745647,0.47680250245206707,0.0,0.24711292618464056,0.0,0.17054636174583593,0.0,0.0,0.0
FB100109,158,7,43717.22,6245.317142857143,0.0,0.13789417533868806,0.0,0.7405976409295925,0.0,0.00997959156597789,0.0,0.05609551568009128,0.055433076485650275
FB100110,23,6,84255.26000000001,14042.543333333335,0.0,0.0,0.0783916636183901,0.3325235718221034,0.0,0.0,0.0,0.30075997629109447,0.28832478826841196
FB100111,174,7,36374.32,5196.331428571429,0.016834404052089497,0.0,0.27961100028811536,0.0,0.0,0.224904273124556,0.124316275878147,0.2554425759711797,0.09889147068591249
FB100112,297,7,52223.87,7460.552857142858,0.6563100360046087,0.07469630266772645,0.08322956533094923,0.0,0.0,0.0,0.0,0.18576409599671567,0.0
FB100113,190,2,13705.86,6852.93,0.0,0.5744207222312208,0.0,0.0,0.0,0.0,0.0,0.0,0.4255792777687792
FB100114,94,4,39592.11,9898.0275,0.0,0.0,0.0,0.18246312207154408,0.0,0.0,0.4683958495771001,0.24141956566598752,0.10772146268536839
FB100115,30,6,26695.449999999997,4449.241666666666,0.1466987820021764,0.0,0.025939251820066716,0.09929519824539387,0.0,0.05964686866113888,0.0,0.6684198992712241,0.0
FB100116,96,5,488209.3441500111,97641.86883000222,0.015386759983216982,0.0,0.0,0.963040772946665,0.0,0.0,0.0,0.021572467070117958,0.0
FB100117,144,10,123022.64,12302.264,0.0,0.003545444968503359,0.037060739389107575,0.04353718957746315,0.0,0.0,0.10331407292186219,0.0,0.8125425531430638
FB100118,47,8,32679.11,4084.88875,0.17240769408958811,0.3881969245796474,0.04759493144091133,0.042189949481488326,0.0,0.14938258722468267,0.021256698851345707,0.17897121433233645,0.0
FB100119,48,11,66184.91,6016.81,0.09188892150793891,0.020315204780062407,0.37482698095381567,0.3143949277864094,0.022697016585804836,0.0,0.0,0.020029339013983707,0.15584760937198527
FB100120,149,4,37154.32000000001,9288.580000000002,0.0,0.5409860818338217,0.0,0.1692643008942163,0.0,0.0,0.0,0.0,0.28974961727196186
FB100121,25,6,364368.13,60728.02166666667,0.0,0.07744744305710821,0.8492746882116172,0.0,0.0,0.020972717893850926,0.0041172645917193695,0.04818788624570431,0.0
FB100122,420,5,27351.62,5470.324,0.1862255325278722,0.0,0.0,0.47667523898036024,0.0,0.0595599090657153,0.0,0.27753931942605226,0.0
FB100123,33,5,54392.61,10878.522,0.0,0.0,0.19047587530732574,0.08433553749305281,0.0,0.0,0.6277860172549175,0.0,0.09740256994470388
FB100124,106,8,80976.11,10122.01375,0.0,0.02214109815845686,0.18982240564531935,0.5493559767195535,0.0,0.0,0.16088461152307762,0.023477788695949953,0.05431811925764278
FB100125,49,8,63912.979999999996,7989.1224999999995,0.0,0.20638687164954597,0.02628386283975493,0.0,0.0,0.5774756551799024,0.18985361033079665,0.0,0.0
FB100126,3,11,199961.35,18178.304545454546,0.8118254852750294,0.013958997576281617,0.0,0.0,0.0,0.09776054222478495,0.0,0.07388437815607866,0.002570596767825382
FB100127,13,11,123056.45,11186.949999999999,0.19252367511008156,0.4062915028021692,0.012624531261872091,0.06730374555742506,0.0,0.18030131699719923,0.011618976494121193,0.0,0.12933625177713154
FB100128,198,14,162774.18,11626.727142857142,0.046631597222606194,0.003619677273140003,0.122774693136221,0.01105758910903437,0.48456075773196955,0.3060661095021336,0.0,0.025289576024895347,0.0
FB100129,171,5,47074.39,9414.878,0.0,0.04857439469741403,0.8047651812376114,0.0,0.0,0.03143004083536717,0.11523038322960744,0.0,0.0
FB100130,215,7,63176.74,9025.24857142857,0.0,0.1218894802105965,0.1458372179381209,0.6372987906625128,0.0,0.05189821443778201,0.020986204732944436,0.0,0.02209009201804335
FB100131,125,6,123747.45,20624.575,0.0,0.0426947787610977,0.22900382997791066,0.4214024612224333,0.0,0.012476539920620587,0.0,0.23475158478013083,0.059670805337806956
FB100132,5,8,92713.70999999999,11589.213749999999,0.10562170362937694,0.007881358646957394,0.00708924278836431,0.0043201809095979446,0.0,0.0,0.0,0.7345100309328577,0.1405774830928457
FB100133,271,6,70286.06,11714.343333333332,0.037548128320181826,0.0,0.0,0.0,0.0,0.8599487579756212,0.032416669820445186,0.07008644388375163,0.0
FB100134,122,7,83174.21,11882.03,0.0,0.0,0.0,0.00826313829731596,0.0,0.04035036822111085,0.523437854113673,0.11392930573070667,0.3140193336371936
FB100135,34,8,552948.9941500111,69118.62426875139,0.030724533690698736,0.042995448498004143,0.03238522936012766,0.025636252439143196,0.0,0.0,0.8502872943511648,0.0,0.01797124166086124
FB100136,36,4,96809.41,24202.3525,0.0,0.09246704426770083,0.0,0.0,0.0,0.49797369904433875,0.025976503730370838,0.0,0.38358275295758953
FB100137,22,9,106622.88,11846.986666666668,0.07430787838407667,0.08145165465423557,0.16060520968857714,0.0,0.0,0.0,0.0,0.3395049917991335,0.34413026547397707
FB100138,220,6,36912.229999999996,6152.038333333333,0.0,0.05780387692642792,0.0,0.3130555916020246,0.0,0.0,0.046182525412309154,0.5829580060592384,0.0
FB100139,75,8,50521.7,6315.2125,0.4749561079694468,0.1828075856513142,0.0,0.0,0.19164992468582806,0.014331069619589206,0.13625531207382174,0.0,0.0
FB100140,63,9,80134.76,8903.862222222222,0.0,0.008418568920653161,0.21335909660177438,0.04067186324636151,0.0,0.0285967038523607,0.23521178574690935,0.0,0.473741981631941
FB100141,144,11,68121.33,6192.848181818182,0.5510397404161076,0.019888777861500943,0.0,0.318705315941424,0.0,0.08002309996002721,0.0,0.03034306582094038,0.0
FB100142,189,4,32309.57,8077.3925,0.19889865448534289,0.0,0.0,0.42641421721180445,0.0,0.007287314563455966,0.0,0.0,0.36739981373939673
FB100143,211,4,14100.18,3525.045,0.0,0.11679850895520483,0.0,0.0,0.0,0.0,0.33218795788422556,0.5510135331605696,0.0
FB100144,15,8,30560.46,3820.0575,0.30320518735647306,0.0,0.0,0.0,0.0,0.011629078881666048,0.23764727363397017,0.29639246267889946,0.15112599744899127
FB100145,238,5,22810.55,4562.11,0.0,0.08127686531013062,0.0,0.2220468160566054,0.19899388660071765,0.0,0.49768243203254636,0.0,0.0
FB100146,196,4,77127.13,19281.7825,0.0,0.0,0.0,0.18462984425843412,0.0,0.06329407045225202,0.7520760852893139,0.0,0.0
FB100147,60,7,163702.66,23386.094285714287,0.02048360118277858,0.2064761195694682,0.71785919666791,0.0,0.0,0.0,0.0,0.02049508541889301,0.03468599716095022
FB100148,286,5,129564.15,25912.829999999998,0.5153737357131583,0.13143905933855932,0.0,0.0,0.0,0.0,0.2980337539357916,0.0,0.05515345101249072
FB100149,204,3,18332.620000000003,6110.873333333334,0.3343979202099863,0.0,0.0,0.0,0.0,0.1894202792617749,0.0,0.0,0.47618180052823866
FB100150,26,9,106764.79999999999,11862.755555555554,0.0,0.04199483350317708,0.24075968858650043,0.2367154717659753,0.0,0.04751669089437718,0.0,0.38555872347440356,0.04745459177556648
FB100151,199,11,131762.88,11978.443636363636,0.0,0.06967144312571188,0.03726428869800053,0.03064004065484907,0.0,0.0,0.3301797137403189,0.19704927518281323,0.3351952385983063
FB100152,52,11,76936.41,6994.219090909091,0.03281151278048976,0.06561392713800918,0.0,0.0,0.0,0.04878665380929523,0.2826718844822627,0.47554506377409606,0.09457095801584711
FB100153,182,5,102009.12999999999,20401.825999999997,0.0,0.12064165236974377,0.0,0.1676648943089702,0.0,0.042414830907782475,0.0,0.6259182879022692,0.04336033451123444
FB100154,8,6,14523.33,2420.555,0.4258355349634003,0.012109481778627905,0.15764566390765755,0.2682862676810346,0.0,0.0,0.0,0.13612305166927974,0.0
FB100155,73,8,51195.45,6399.43125,0.0,0.10825024489480999,0.0,0.21798792666145134,0.0,0.0,0.41086385606533393,0.0,0.26289797237840473
FB100156,342,6,29789.22,4964.87,0.0,0.4771450880553435,0.0,0.15539916788690675,0.0,0.010324204527678134,0.24730221200823652,0.1098293275218351,0.0
FB100157,19,5,23928.53,4785.706,0.0284806463247011,0.3432045345033731,0.0,0.4899644900877739,0.0,0.13835032908415185,0.0,0.0,0.0
FB100158,40,8,612286.41,76535.80125,0.5749256136519508,0.026507317057714867,0.0,0.10107457717377721,0.0,0.0,0.2939531190966659,0.0035393730198911323,0.0
FB100159,110,7,107797.20000000001,15399.600000000002,0.0,0.07844869811089712,0.6000347875455022,0.0,0.0,0.16641582527189946,0.0,0.11872905789760774,0.03637163117409358
FB100160,8,4,40896.08,10224.02,0.0,0.16856261040177933,0.0,0.0,0.0,0.0,0.5490235249931045,0.034025021469050336,0.24838884313606582
FB100161,86,8,41397.17,5174.64625,0.09769894898612635,0.20682355822873882,0.0,0.5011762881375708,0.0,0.137033280294281,0.0,0.03511665169382352,0.022151272659459573
FB100162,126,8,675594.174150011,84449.27176875138,0.016942138398988754,0.0,0.0,0.6959288906562033,0.0,0.1710168684408246,0.0,0.0015072214044490858,0.11460488109953415
FB100163,150,6,33086.09,5514.348333333332,0.045233510517561915,0.0,0.21136737523231064,0.0,0.0,0.0,0.7433991142501275,0.0,0.0
FB100164,181,5,82286.70999999999,16457.341999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263089264353867,0.47369107356461326
FB100165,297,2,3035.62,1517.81,0.0,0.17383928159651077,0.0,0.0,0.0,0.0,0.0,0.0,0.8261607184034893
FB100166,188,8,75881.47,9485.18375,0.0,0.1276950749636242,0.0,0.0,0.0,0.401088961507994,0.0,0.02341849729584838,0.4477974662325334
FB100167,103,5,119943.98,23988.796,0.0,0.0,0.0,0.011099014723373364,0.0,0.9611974690184535,0.0,0.0,0.027703516258173196
FB100168,21,8,518262.7541500111,64782.84426875139,0.0,0.03698209035189952,0.0,0.9157472929506311,0.00240655920189663,0.0,0.020209517114880973,0.024654540380691807,0.0
FB100169,117,7,31050.96,4435.851428571428,0.0855310109574712,0.39816095863058665,0.3918902990438943,0.0,0.0,0.03282313976765936,0.044637589304807324,0.0,0.046957002295581196
FB100170,22,6,33677.32,5612.886666666666,0.00879167344669944,0.0,0.538853447958448,0.03920591068410431,0.0,0.08441467432681699,0.13179819534333492,0.0,0.19693609824059632
FB100171,69,9,74236.08,8248.453333333333,0.037422099873808,0.14753190093011379,0.5961706221556957,0.0,0.0,0.13422260442631131,0.0,0.035938320019052734,0.04871445259501849
FB100172,303,6,60098.58999999999,10016.431666666665,0.1371379927549049,0.0,0.09832027673194996,0.0,0.0,0.16474912306594883,0.0,0.5997926074471963,0.0
