age,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,location,prediction_proba
49,57750.58,130,3,40061.61,13353.87,0.0,0.0,0.0671815236581854,0.0169965710314687,0.0,0.9158219053103458,0.0,0.0,0.0,Abuja FCT,0.1641181725350675
38,30893.4,19,4,34899.04,8724.76,0.156993430191776,0.008864427216336,0.0,0.0,0.0,0.1398803520096827,0.694261790582205,0.0,0.0,Imo,0.23365270009846376
41,372682.96,78,4,15482.65,3870.6625,0.0,0.0,0.0,0.0,0.3039305286885643,0.0660397283410785,0.0,0.3011674358071777,0.3288623071631794,Kaduna,0.3322426328232754
49,14572.95,6,9,592216.8941500111,65801.87712777901,0.0940420318132509,0.8604682662445818,0.0,0.0149395434128883,0.0,0.0,0.0219525314600479,0.0,0.0085976270692309,Cross River,0.8093432556792164
37,36236.485,170,4,14590.86,3647.715,0.0,0.5692378653485812,0.0566731501775769,0.0,0.0,0.0,0.1866723414521145,0.1874166430217273,0.0,Unknown,0.1687758832156307
56,5359.53,155,6,92189.86,15364.976666666667,0.0117857864194608,0.0224524692845829,0.0789094375455174,0.0045864046219399,0.0,0.0,0.5604820313210152,0.3217838708074836,0.0,Imo,0.2813608195032537
30,30361.41,132,7,75016.02,10716.574285714289,0.0,0.0,0.0153996439693814,0.1490176364995103,0.0,0.0,0.0,0.1677245740309869,0.6678581455001212,Plateau,0.28360323564388124
36,18531.63,134,4,43705.57,10926.3925,0.0,0.0,0.1640596381651126,0.0,0.0,0.0,0.7502155903698315,0.0857247714650558,0.0,Lagos,0.2197782831851601
20,367910.62,34,4,21509.07,5377.2675,0.1349184320846972,0.38558524380645,0.0,0.0149750779554857,0.4645212461533669,0.0,0.0,0.0,0.0,Lagos,0.37352232432107235
46,183863.17,86,5,34902.21,6980.442,0.0,0.0,0.3775236582439908,0.2433459084682603,0.0,0.0,0.1885445076400606,0.0,0.1905859256476882,Kano,0.28833256754464515
60,36302.97,60,9,56858.13,6317.57,0.0,0.0,0.0630011926174849,0.0816157689322529,0.0,0.2545502287887414,0.0,0.6008328096615206,0.0,Oyo,0.3877109501152109
33,15006.25,18,6,51311.46,8551.91,0.0599166346075515,0.3084082970938655,0.3602957312070246,0.0965337957641431,0.0,0.1748455413274149,0.0,0.0,0.0,Anambra,0.27611623480072833
32,79265.59,155,12,284973.13,23747.760833333334,0.0142011985480876,0.2419099653360301,0.0147083691715075,0.0,0.0,0.0,0.6480308160983458,0.0721643826560069,0.0089852681900219,Kaduna,0.7194861748867423
51,174841.68,43,9,91765.07,10196.118888888888,0.286179806760895,0.0747780173872258,0.1439384288596957,0.0,0.0,0.0728373007289157,0.0,0.0,0.4222664462632677,Enugu,0.4766468344772811
32,11570.49,457,3,9099.24,3033.08,0.6609727845402472,0.0,0.0,0.0,0.0,0.2858876125918208,0.0531396028679318,0.0,0.0,Abuja FCT,0.0717719549269737
28,28844.85,298,6,50676.71,8446.118333333334,0.0095552769704268,0.0,0.6662512227017104,0.0303024801728446,0.0,0.0549504890905506,0.0,0.0,0.2389405310644673,Anambra,0.1780876805477452
26,23961.2,159,5,20048.42,4009.684,0.0,0.2836028973854298,0.0,0.0,0.0,0.2617243653115806,0.2241209032931273,0.0,0.2305518340098621,Kwara,0.1872935188450999
40,37025.96,216,7,105807.64,15115.377142857144,0.0200418419690676,0.0,0.0,0.2712305084963619,0.0,0.0,0.6945938875491411,0.0,0.0141337619854294,Plateau,0.3090506513585946
53,29632.75,72,8,45805.81,5725.72625,0.1311586892579784,0.1003117290142888,0.0,0.0182640586423425,0.0,0.0,0.1110976969952065,0.0436702243667342,0.5954976017234496,Rivers,0.32010483637429565
33,70509.74,89,6,35149.72,5858.286666666667,0.0902692823726618,0.2793017981366565,0.0,0.0,0.0,0.1086759723832792,0.0,0.1449783952759794,0.3767745518314228,Delta,0.26223451648456897
47,118273.38,23,8,37800.66,4725.0825,0.3114107002364509,0.0,0.0,0.0029922757962427,0.0,0.3936989459972392,0.1693068322087498,0.0,0.1225912457613174,Delta,0.37702577272449134
42,82846.38,168,9,279254.24,31028.248888888887,0.0254480290075452,0.0,0.0630569476760675,0.056864239554608,0.0,0.0,0.0785141525514527,0.0246839224356987,0.7514327087746278,Oyo,0.5219801576019141
49,1782.07,187,4,16256.740000000002,4064.185,0.0,0.0,0.0,0.1613527681441666,0.0,0.0199750995587061,0.8186721322971273,0.0,0.0,Abuja FCT,0.1709215839650979
50,11433.63,16,8,106623.81,13327.97625,0.0450313114866182,0.0,0.0,0.0,0.0,0.0357498948874552,0.0275332498435386,0.0,0.8916855437823878,Plateau,0.3758025956036307
18,145526.52,100,8,135170.65,16896.33125,0.3524378258149975,0.0,0.0,0.0,0.0,0.0,0.5539557588870069,0.0,0.0936064152979955,Kaduna,0.48156197205093176
45,16385.71,141,7,318048.93,45435.56142857143,0.0,0.0076123821576761,0.0537940813069234,0.0103908854527509,0.0,0.0734826241987356,0.0,0.8439525327124979,0.0107674941714156,Kano,0.5053213545121621
27,28401.02,35,9,543343.9141500111,60371.546016667904,0.0326270885498601,0.0395564566755524,0.0,0.0226544177259369,0.0,0.0119442766008569,0.0168384696354104,0.8763792908123832,0.0,Kano,0.7872093458079986
43,2240.67,43,8,85006.87999999999,10625.86,0.097719502233231,0.0,0.0566451797783897,0.0178213810458635,0.0,0.3901412450380487,0.0,0.4065073321124125,0.0311653597920544,Edo,0.3709936808955657
21,68161.1,159,3,48412.98,16137.659999999998,0.0,0.2796380226955663,0.0,0.0,0.0,0.0,0.0393716726382057,0.6809903046662279,0.0,Plateau,0.17948935269849708
25,8210.32,301,4,12837.05,3209.2625,0.0,0.5029893939807043,0.2249995131280161,0.0,0.1037535882465208,0.0,0.1682575046447587,0.0,0.0,Edo,0.1358169872056707
54,14314.85,48,10,56978.66,5697.866,0.107615201901905,0.0,0.1088198634365918,0.0068216767470488,0.0,0.1011138205075374,0.6133031208526141,0.0316307894920659,0.0306955270622369,Delta,0.4479873683094384
51,6924.44,111,7,27206.9,3886.7,0.0268784756808015,0.0,0.0094803156552198,0.1359960157166013,0.0,0.0812536525660769,0.1567664820321315,0.0,0.5896250583491688,Cross River,0.25216884167581877
52,24665.82,79,8,33305.19,4163.14875,0.0,0.0,0.0,0.0,0.0,0.2111187475585637,0.4826866323236709,0.2874203690175615,0.0187742511002039,Imo,0.3455870153919886
33,28915.18,34,8,50663.2,6332.9,0.0095067030902114,0.0,0.3186904893492712,0.0585415054714269,0.257732831720065,0.2474243632459063,0.1038463815945301,0.0042577255285887,0.0,Abuja FCT,0.36941164019495243
45,6562.25,88,7,150561.31,21508.75857142857,0.0,0.0,0.1366563561382403,0.2962200581278151,0.0,0.240334718129113,0.0,0.3267888676048315,0.0,Kaduna,0.37900025008599536
38,38419.4,170,4,27148.28,6787.07,0.1843173858528054,0.5041288066868325,0.0,0.0,0.0,0.0,0.1853601775140082,0.1261936299463538,0.0,Abuja FCT,0.18116657774490444
27,40331.39,5,6,31795.295,5299.215833333333,0.0,0.4543680126257673,0.2760339226291185,0.1600887804311927,0.0,0.0,0.1095092843139212,0.0,0.0,Lagos,0.3194992599354281
37,15935.75,137,4,15920.61,3980.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.2556799017123087,0.0,0.7443200982876912,Oyo,0.15592270243821305
19,33142.9,185,4,142775.38,35693.845,0.0007004008674324,0.0,0.0,0.1705303113183799,0.0,0.5297644453826703,0.0,0.0,0.2990048424315172,Kwara,0.22009812151456484
45,23269.47,226,6,65963.28,10993.88,0.0,0.4529009169950312,0.0076585033370081,0.0,0.1160143946753405,0.0,0.0110403848929283,0.4123858000996918,0.0,Delta,0.23360768133221796
33,385820.13,54,4,31739.01,7934.7525,0.0,0.4962416912184721,0.1518645351572087,0.0,0.0,0.0,0.0,0.0,0.351893773624319,Rivers,0.34037800276872493
20,323192.56,7,7,101299.21,14471.315714285713,0.6967478818442908,0.0559752637755023,0.0356163685778003,0.2116604858024065,0.0,0.0,0.0,0.0,0.0,Kaduna,0.5077407161091237
58,90314.44,205,3,40934.74,13644.913333333332,0.6558512402912539,0.2915130278096307,0.0,0.0,0.0,0.0,0.0,0.0,0.0526357318991155,Kano,0.1504150905101766
20,65667.11,219,9,86295.62,9588.40222222222,0.0222795780365214,0.0,0.0490927581260787,0.0643952729002932,0.0,0.0673437423591139,0.2337692225862679,0.0,0.5631194259917247,Imo,0.361064510099756
47,50474.41,24,7,84709.91,12101.415714285717,0.0,0.0,0.0,0.836573430428624,0.0,0.0050585580837,0.0,0.0406300750408069,0.117737936446869,Kano,0.36506129624690903
48,51731.28,133,9,123483.51,13720.39,0.0,0.4595093709273408,0.0,0.0,0.1727501105208298,0.2054129332734386,0.0,0.0060731185888706,0.1562544666895199,Plateau,0.42453531635525393
42,25780.82,65,9,63363.79,7040.421111111111,0.0186148903024897,0.0,0.0354896700465676,0.1130659955788629,0.2449602525353991,0.3173143525663474,0.2456282996960882,0.0,0.0249265392742448,Abuja FCT,0.41054931571845105
73,33856.29,108,6,105579.04,17596.506666666664,0.2098973432605562,0.0,0.6253688232058181,0.0142965876560347,0.0,0.0,0.0,0.1504372458775908,0.0,Kaduna,0.2961234915344132
53,35358.17,106,6,44787.57,7464.595,0.337005334292528,0.0,0.0289839346050701,0.0,0.0,0.163943478067687,0.0,0.0,0.4700672530347147,Plateau,0.22766012910548428
23,15829.76,153,11,85462.07,7769.279090909092,0.0,0.016813306768722,0.0269244590026897,0.1752343466522633,0.3581990232626005,0.0842178290322244,0.0699221303673079,0.1209496797819196,0.1477392251322721,Imo,0.4632345295672461
38,42516.05,18,4,23162.66,5790.665,0.1186305890601511,0.0,0.0,0.0361776238134998,0.0,0.0,0.0,0.0,0.845191787126349,Oyo,0.18960363629667193
45,8321.2,77,3,35586.85,11862.283333333333,0.5653327001406419,0.0,0.0,0.2611815881428111,0.0,0.173485711716547,0.0,0.0,0.0,Edo,0.15486575796162153
45,119235.86,26,8,524548.4841500111,65568.56051875139,0.0251383054158802,0.0519853184671516,0.0,0.0,0.0,0.0132649511155771,0.0,0.0,0.9096114250013908,Kano,0.7623274564831393
42,41635.74,32,8,87061.20999999999,10882.65125,0.1146133852263252,0.2927324350304803,0.4025649310410458,0.0,0.0729804926901429,0.0,0.0,0.1171087560120058,0.0,Cross River,0.39186878110537954
31,124655.22,211,4,22617.93,5654.4825,0.5592885821116256,0.0,0.0176926005164928,0.0,0.0,0.0,0.0,0.0,0.4230188173718816,Edo,0.16433964252839112
38,49272.17,207,3,10205.72,3401.906666666667,0.0,0.0,0.2302551902266572,0.0,0.0,0.7697448097733427,0.0,0.0,0.0,Imo,0.12532575225646964
39,3485.54,78,4,25089.36,6272.34,0.0590286081430534,0.0,0.1357424023570151,0.2141126756521489,0.0,0.0,0.5911163138477824,0.0,0.0,Rivers,0.19089461233913957
53,20815.17,89,4,23002.86,5750.715,0.0,0.0,0.1256956743639704,0.0,0.0,0.4070124323671056,0.4672918932689239,0.0,0.0,Anambra,0.184271961477734
57,128172.96,105,6,111804.27,18634.045,0.0,0.8229270670968113,0.0,0.0148956743780894,0.0,0.1324713269001264,0.0,0.0,0.0297059316249728,Edo,0.36748017381570314
52,50323.86,293,4,53053.97,13263.4925,0.0,0.3470032497096824,0.0780465627737189,0.0,0.0,0.0,0.5749501875165987,0.0,0.0,Kaduna,0.18165627084603778
41,15796.75,49,12,44977.27,3748.105833333333,0.2201918880358901,0.1452171285629385,0.1384557132969608,0.0499574562884763,0.0,0.2174104831173612,0.2178569308452914,0.0,0.0109103998530813,Edo,0.5187685319088678
60,64625.0,358,3,7637.36,2545.7866666666664,0.0,0.2253475022782742,0.4552725025401448,0.0,0.0,0.3193799951815811,0.0,0.0,0.0,Kano,0.1037445593834389
26,37764.42,96,5,56881.18,11376.236,0.0,0.0,0.0415035342093817,0.5663425055528032,0.0,0.3577431058919663,0.0344108543458486,0.0,0.0,Delta,0.230155779718712
26,36566.96,79,5,22853.63,4570.726,0.0043756724861652,0.1646071105553034,0.1773153761568731,0.0,0.0,0.0,0.0,0.0,0.6537018408016583,Plateau,0.20782918063839045
18,17764.79,8,7,85979.29000000001,12282.755714285717,0.0989802311696223,0.0,0.0,0.311874173420134,0.0,0.065633596183453,0.3868483910485886,0.0805960365571755,0.0560675716210264,Lagos,0.38961000810137486
56,22893.81,259,4,36324.4,9081.1,0.0,0.0,0.0701718404158086,0.629868352952836,0.0,0.1692011430333329,0.1307586635980222,0.0,0.0,Edo,0.1492605860809749
24,15325.09,329,1,7444.04,7444.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Oyo,0.06501948874946435
44,36618.77,1,3,13652.08,4550.693333333334,0.4014890038734024,0.0,0.0,0.088612138223626,0.0,0.5098988579029716,0.0,0.0,0.0,Kaduna,0.1763407495664092
18,19037.64,27,9,85604.35,9511.594444444445,0.1083755673631071,0.0,0.0988325943716645,0.2329970381178059,0.0,0.0,0.0487123609956736,0.1019616409680115,0.4091207981837372,Kano,0.42733804406793274
41,20740.95,391,6,52724.58,8787.43,0.0,0.0465930691150123,0.0,0.0324296561489916,0.0,0.5785153717677788,0.0548685262168043,0.1611320564336406,0.126461320317772,Abuja FCT,0.16456576274092652
37,11224.15,227,6,74086.01,12347.668333333331,0.1387418488321884,0.0852237824658123,0.6087064210908375,0.0,0.0,0.0,0.0,0.0,0.1673279476111616,Ogun,0.2075790139382654
24,14821.67,252,2,60987.41,30493.705,0.9534582629431222,0.0,0.0,0.0465417370568778,0.0,0.0,0.0,0.0,0.0,Enugu,0.10790361765019027
26,18263.9,4,8,95894.15,11986.76875,0.0,0.2239622542146731,0.6037318230569853,0.0189861425331993,0.0110497877086349,0.0525646246408149,0.0897053678456923,0.0,0.0,Enugu,0.40678275437079725
47,20330.39,140,6,27744.33,4624.054999999999,0.2818395686614166,0.0,0.0,0.0,0.0,0.0,0.2806101282676497,0.1775533955947035,0.2599969074762303,Cross River,0.2203362274577798
40,15820.77,16,6,83388.85,13898.141666666668,0.1676049016145444,0.0,0.0,0.5491573513725155,0.0,0.1063494699830972,0.1616045790294505,0.0152836980003921,0.0,Enugu,0.3064957658636841
53,36892.74,137,4,24524.73,6131.1825,0.2248599678773222,0.4880330996508422,0.0,0.1867947170060588,0.0,0.0,0.0,0.0,0.1003122154657768,Kaduna,0.18439514847754937
54,17473.92,69,4,31877.9,7969.475,0.1910511671095022,0.0,0.0,0.0,0.0,0.0,0.0,0.6655055696893458,0.1434432632011519,Kaduna,0.2030210425592059
63,83524.44,255,3,13770.7,4590.233333333334,0.0,0.0,0.0,0.0,0.0,0.1250132527758211,0.0,0.447532078979282,0.4274546682448967,Cross River,0.1250023410685739
51,26821.78,15,5,49708.05,9941.61,0.0,0.0105491967598809,0.035174182048984,0.0,0.0,0.0688465952697802,0.810136185185297,0.0,0.0752938407360578,Delta,0.279013389775933
32,109293.81,84,5,30858.92,6171.784,0.0,0.0,0.0047325052205326,0.0,0.0,0.8376942550160537,0.0,0.0,0.1575732397634136,Imo,0.23913688203897637
54,12356.43,183,2,27124.57,13562.285,0.0,0.0,0.0,0.0,0.0,0.9114835737488188,0.0,0.0,0.0885164262511811,Edo,0.11513182533300338
57,28329.14,57,10,99006.3,9900.63,0.0110436406572107,0.0698494944261122,0.0469509516061099,0.3988214891375599,0.0,0.0,0.1503240702864363,0.2598378083010879,0.0631725455854829,Oyo,0.46599225769468744
59,36225.88,40,7,22039.49,3148.498571428572,0.0495410737725782,0.0,0.0,0.2298152089726214,0.0,0.2992601008462537,0.0,0.0,0.4213836164085467,Rivers,0.27641294452563303
28,28461.56,30,9,68738.03,7637.558888888889,0.0,0.0,0.0091316262627835,0.0,0.0,0.0,0.7563377943767083,0.0739686604344058,0.1605619189261024,Imo,0.45208227626511843
18,19090.01,153,7,359328.11000000004,51332.58714285715,0.0,0.0424181119590115,0.9257912496742878,0.0,0.0,0.0,0.0021097709277462,0.0201179918821268,0.0095628755568274,Cross River,0.5052152511603203
30,61531.04,36,8,75723.05,9465.38125,0.0,0.0941171809640525,0.0,0.0,0.0,0.4593162848036365,0.4183246712856918,0.0282418629466192,0.0,Enugu,0.40803505972840043
42,12207.43,191,6,18971.02,3161.8366666666666,0.4065211042948665,0.1808026136707461,0.0,0.121784701086183,0.0,0.0,0.0316345668287735,0.2592570141194305,0.0,Plateau,0.19150860493280883
50,5179.54,116,4,21528.83,5382.2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0805891448815379,0.5735439408458333,0.3458669142726288,Edo,0.17705975262368084
41,16551.19,159,3,43558.32,14519.44,0.0,0.0,0.0,0.0,0.0,0.0638415347515698,0.0,0.0,0.9361584652484302,Anambra,0.1368817042763967
26,148362.14,69,4,67119.98,16779.995,0.0,0.1205854054187739,0.0889241921704982,0.0,0.0,0.7904904024107278,0.0,0.0,0.0,Kwara,0.25050034420030076
50,118300.6,179,5,36484.37,7296.873999999999,0.0,0.1824447016626572,0.4784374788436802,0.0880659306985429,0.0,0.0,0.0,0.2510518887951197,0.0,Kaduna,0.23712696036760453
56,59246.69,19,5,8566.6,1713.3200000000002,0.0,0.1752784068358508,0.0,0.0,0.0,0.2130028249247075,0.4209954941283589,0.1907232741110825,0.0,Kwara,0.24569695367325822
34,36407.01,66,8,151111.35,18888.91875,0.0,0.50601963386602,0.426818435544385,0.0283255361030127,0.0034389872104246,0.0049321245558325,0.0,0.0,0.0304652827203251,Abuja FCT,0.4436083242680682
18,18972.69,68,6,123694.46,20615.743333333336,0.0,0.0339323200085112,0.0,0.6785633730079746,0.0,0.0,0.0,0.287504306983514,0.0,Oyo,0.3170994981263467
40,30227.39,182,5,84231.84,16846.368,0.0544453261379544,0.0,0.0331346198777089,0.0,0.0,0.0,0.8976009546983658,0.0,0.0148190992859707,Kwara,0.24149912398103815
43,20474.48,130,6,30422.54,5070.423333333333,0.209984439169116,0.2532303351396694,0.2462575445705717,0.074295242935008,0.0,0.0,0.0,0.0,0.2162324381856347,Enugu,0.22244620391018566
27,69614.5,148,4,22064.01,5516.0025000000005,0.3539927692201009,0.0,0.0,0.0,0.0,0.0,0.0,0.1725869413583478,0.4734202894215512,Kaduna,0.17776598852539488
37,29885.09,156,3,15548.6,5182.866666666667,0.0,0.0687303036929369,0.0,0.0,0.0,0.0,0.0,0.0,0.931269696307063,Kano,0.1367580050237071
18,60050.09,85,11,52702.12,4791.101818181818,0.0752020981319157,0.1219662510730118,0.0,0.2496470730209714,0.0,0.1087106173337998,0.0,0.3624207147644155,0.0820532456758855,Kwara,0.4725804369276247
47,29752.05,83,5,22984.25,4596.85,0.0901952423942482,0.1436853497503725,0.0,0.0343892013008908,0.0,0.0,0.1875858468298944,0.0,0.544144359724594,Lagos,0.22867500451741135
26,23045.05,17,11,122644.19,11149.47181818182,0.1642654250478559,0.1315762287638738,0.0,0.3233401435485856,0.0,0.116251899091184,0.0253460029374404,0.0,0.2392203006110603,Edo,0.5477150312662542
44,64901.32,65,4,19168.07,4792.0175,0.1992808874341548,0.0203051220075886,0.0,0.4368666224612076,0.0,0.3435473680970489,0.0,0.0,0.0,Delta,0.18925936616304928
30,7728.52,53,3,9342.16,3114.0533333333333,0.0,0.0,0.0,0.0828084725588086,0.0,0.0,0.0,0.9171915274411911,0.0,Abuja FCT,0.16969706785160252
42,16946.21,60,7,163702.66,23386.094285714287,0.0204836011827785,0.2064761195694682,0.71785919666791,0.0,0.0,0.0,0.0,0.020495085418893,0.0346859971609502,Lagos,0.41128404557727
29,7510.53,44,2,16706.37,8353.185,0.1124092187590721,0.0,0.0,0.8875907812409279,0.0,0.0,0.0,0.0,0.0,Ogun,0.13614633311406665
27,16980.83,15,8,110288.63,13786.07875,0.0,0.0612895454409035,0.5920089858764227,0.0,0.0,0.023137108512455,0.2015066285618019,0.0,0.1220577316084169,Kwara,0.40125502646036515
30,69621.93,58,7,80552.45999999999,11507.494285714283,0.0,0.3897848681467953,0.2215990672413977,0.0,0.0,0.0218035550993725,0.1075068346764332,0.2593056748360013,0.0,Kwara,0.3573143984457669
18,15060.15,180,10,127634.41,12763.441,0.0404647931541345,0.0532177803775643,0.0518431510750118,0.0,0.0,0.0523206085255535,0.2656683256497992,0.5028879751158014,0.033597366102135,Kaduna,0.46513267723501145
53,478312.45,233,4,26293.31,6573.327499999999,0.0,0.2371797236635479,0.0,0.0,0.0,0.0,0.2191428161764342,0.0,0.543677460160018,Anambra,0.2981104051800599
81,76432.11,39,6,51811.12,8635.186666666666,0.0,0.0,0.8352023658241706,0.0,0.0,0.0267971431615452,0.1174496903367462,0.0205508006775379,0.0,Rivers,0.28766980971127976
18,14966.1,25,12,57381.41,4781.784166666667,0.0472560712607096,0.2318247320865764,0.4134466197327671,0.099684549403718,0.0,0.0834014012552148,0.0534080636917078,0.0709785625693059,0.0,Cross River,0.5335191636974055
43,4874.52,38,3,23874.57,7958.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483450382561864,0.0516549617438136,Enugu,0.17647952028660222
49,28328.19,5,5,71379.92,14275.984,0.0272112941566759,0.0,0.0,0.057664396373658,0.0,0.2487112622149198,0.0667002708885075,0.5997127763662385,0.0,Ogun,0.27585194709846034
45,13219.45,63,10,61689.26,6168.926,0.0646610123058697,0.0,0.3357000878272814,0.0383757237483477,0.1973124657355267,0.0615001703700125,0.0,0.08258617464369,0.2198643653692717,Kwara,0.4117439398966921
40,35904.3,47,10,67225.38,6722.5380000000005,0.3005321799594141,0.166735093204382,0.1430584698814644,0.1121448476750893,0.0,0.1682440471143487,0.0,0.1092853621653012,0.0,Kaduna,0.4587524257851193
44,22621.58,183,8,74469.91,9308.73875,0.2767376783455224,0.0,0.0,0.0550943327311661,0.0,0.0,0.1123315443781253,0.1655808366090411,0.3902556079361449,Oyo,0.28806440159024116
41,47779.86,57,7,43447.19,6206.7414285714285,0.0,0.5624557077224096,0.1370141544251768,0.0,0.0,0.0,0.1212467365553445,0.0790628807064392,0.1002205205906296,Lagos,0.35039646941840297
42,10509.24,297,5,21637.98,4327.596,0.0825257255991548,0.0,0.0899843700752103,0.1427684099902116,0.0,0.0,0.0677840537795117,0.6169374405559114,0.0,Enugu,0.15093593314359233
46,43622.2,265,6,20681.72,3446.9533333333334,0.2607524906052301,0.1602139473892887,0.0,0.0,0.0,0.0,0.5262898830464777,0.0,0.0527436789590034,Imo,0.20011539446592008
41,47860.52,72,5,26292.31,5258.462,0.0,0.0743662310386573,0.0,0.5224565661974927,0.0,0.0,0.2635797311076889,0.0,0.139597471656161,Plateau,0.22993171108721663
18,57199.41,16,7,44910.38,6415.768571428571,0.1690649244116839,0.4580860816586276,0.0,0.0241514322524102,0.0,0.0,0.0690967210698283,0.0,0.2796008406074497,Ogun,0.3333285425648326
18,256535.99,35,6,130424.64,21737.44,0.0,0.0532045171832561,0.0821897610758212,0.0,0.6477164897675776,0.1345001220628249,0.0385832769022785,0.0438058330082413,0.0,Plateau,0.4694838445984901
38,7737.86,20,6,75040.87,12506.811666666666,0.0665753208884705,0.0,0.0,0.0790735768388612,0.0,0.0,0.7549832511270193,0.099367851145649,0.0,Cross River,0.3239159611860973
38,52572.86,160,6,135264.84,22544.14,0.0182292013209049,0.912046914778445,0.0,0.0,0.0,0.00965601999751,0.0330454684306727,0.0270223954724672,0.0,Edo,0.33506824919685263
38,17917.7,257,4,15470.31,3867.5775,0.040473009267429,0.0,0.0,0.0,0.0,0.1219813953307981,0.0,0.8375455954017729,0.0,Kaduna,0.14844487228126899
