customer_id,age,gender,location,account_balance
FB101181,18,Male,Enugu,123495.16
FB102521,35,Male,Ogun,14852.06
FB100079,37,Unspecified,Unknown,36236.485
FB100476,21,Female,Edo,177751.37
FB103770,45,Female,Oyo,34755.08
FB101760,44,Female,Kaduna,2338.82
FB100023,37,Unspecified,Unknown,116172.85
FB104678,46,Male,Ogun,82644.27
FB102980,27,Female,Abuja FCT,367995.94
FB101951,59,Male,Ogun,12876.85
FB101973,44,Male,Edo,58163.01
FB101942,37,Female,Rivers,65507.51
FB101509,32,Female,Cross River,66630.31
FB100228,37,Unspecified,Unknown,36236.485
FB104647,63,Male,Kano,12156.97
FB104813,40,Female,Rivers,509783.82
FB101728,52,Male,Lagos,24006.24
FB101049,18,Male,Kano,89293.02
FB101261,37,Unspecified,Unknown,36236.485
FB104325,23,Male,Enugu,67347.42
FB105296,36,Female,Imo,91022.93
FB105617,36,Female,Kwara,44338.43
FB102770,59,Female,Ogun,227957.63
FB101916,51,Male,Ogun,7591.07
FB101617,21,Female,Ogun,44731.26
FB103044,41,Male,Enugu,34739.5
FB100346,23,Male,Oyo,71505.47
FB105071,30,Male,Abuja FCT,14651.79
FB100233,37,Unspecified,Unknown,36236.485
FB100963,18,Female,Kano,26513.13
FB104058,24,Male,Enugu,52726.5
FB100599,37,Male,Unknown,162845.06
FB103680,28,Male,Enugu,75358.42
FB103669,38,Male,Edo,137549.9
FB100037,18,Female,Ogun,89688.04
FB100465,37,Unspecified,Unknown,36236.485
FB105704,33,Male,Cross River,195478.21
FB100932,54,Male,Cross River,5832.84
FB105290,23,Female,Oyo,791361.6
FB102228,22,Female,Kwara,8379.63
FB105054,37,Male,Kwara,154017.34
FB104741,19,Male,Plateau,49143.63
FB100506,37,Unspecified,Unknown,36236.485
FB100401,37,Male,Unknown,21839.97
FB103780,18,Female,Delta,10493.91
FB104806,31,Male,Kano,4625.94
FB104611,50,Female,Kwara,6749.67
FB100167,37,Unspecified,Unknown,36236.485
FB102093,68,Male,Rivers,16520.42
FB105430,36,Male,Anambra,8344.22
FB101769,37,Male,Oyo,30442.77
FB105185,27,Female,Abuja FCT,28394.96
FB101840,23,Female,Imo,23555.56
FB105930,43,Female,Delta,11886.74
FB105034,40,Male,Lagos,24641.79
FB103194,48,Female,Ogun,83320.9
FB102337,48,Male,Anambra,12595.36
FB101783,40,Male,Cross River,118391.22
FB104909,23,Female,Kaduna,122920.01
FB100084,37,Unspecified,Unknown,36236.485
FB103803,26,Female,Enugu,18011.47
FB104305,32,Female,Enugu,68864.47
FB102029,50,Female,Anambra,27981.16
FB105314,37,Unspecified,Unknown,36236.485
FB103112,44,Female,Oyo,25321.6
FB104672,38,Male,Kaduna,30395.69
FB102086,31,Female,Rivers,12545.65
FB104048,52,Male,Rivers,130461.19
FB102318,44,Female,Ogun,9486.71
FB104668,56,Female,Kano,28753.97
FB101926,54,Female,Ogun,10744.27
FB101022,27,Female,Enugu,124633.63
FB101632,46,Male,Rivers,307226.08
FB100408,41,Male,Ogun,96625.11
FB104630,18,Male,Plateau,187790.21
FB103247,24,Female,Anambra,55246.94
FB101244,38,Male,Lagos,4395.6
FB104966,46,Female,Enugu,16406.25
FB105485,42,Male,Kano,29725.35
FB102522,48,Female,Oyo,117970.34
FB102985,50,Female,Plateau,36345.7
FB104880,19,Male,Kwara,14140.71
FB102304,46,Male,Imo,14432.21
FB103372,24,Female,Cross River,13168.62
FB102323,19,Male,Imo,34961.21
FB104814,26,Male,Rivers,342541.22
FB101873,18,Female,Delta,44193.12
FB105835,18,Female,Edo,36623.32
FB100093,37,Unspecified,Unknown,33519.69
FB103779,26,Female,Ogun,28711.34
FB105669,81,Male,Imo,64041.82
FB104827,43,Male,Plateau,152582.23
FB101756,60,Female,Rivers,5311.34
FB101533,60,Male,Kano,37058.08
FB103722,18,Female,Imo,189663.7
FB102480,33,Male,Rivers,11698.4
FB101186,40,Male,Kwara,63067.51
FB103765,54,Female,Edo,71562.78
FB102910,38,Female,Kwara,48798.41
FB102627,27,Female,Cross River,10433.6
FB105000,29,Male,Imo,25950.62
FB100807,35,Female,Kano,1217631.73
FB103852,28,Male,Kano,26116.81
FB103938,30,Female,Kaduna,52040.61
FB105801,23,Female,Rivers,40612.1
FB102991,63,Female,Enugu,55949.5
FB101183,31,Male,Cross River,5551.96
FB100185,38,Male,Abuja FCT,62805.51
FB103101,67,Female,Ogun,283284.85
FB103386,18,Female,Oyo,10046.75
FB102788,37,Unspecified,Unknown,36236.485
FB100254,37,Unspecified,Unknown,36236.485
FB105448,18,Male,Kano,17042.02
FB102623,30,Female,Kaduna,6537.66
FB103721,39,Male,Edo,86424.33
FB105917,19,Female,Ogun,37094.35
FB103759,18,Male,Edo,75891.1
FB101057,47,Male,Cross River,20649.89
FB103388,49,Male,Delta,51867.11
FB102881,25,Male,Kano,7744.21
FB100157,37,Male,Edo,37164.31
FB102440,50,Male,Lagos,164605.31
FB105316,33,Female,Cross River,6758.45
FB101670,47,Female,Rivers,27807.21
FB102236,54,Male,Cross River,66081.39
FB102835,70,Female,Kaduna,38200.62
FB100881,38,Female,Anambra,6234.4
FB100323,37,Unspecified,Unknown,36236.485
FB105656,26,Female,Kwara,8608.0
FB100626,18,Female,Plateau,54800.92
FB104947,36,Female,Abuja FCT,15426.79
FB101215,45,Female,Kano,11829.71
FB103652,43,Male,Kwara,1275.22
FB101033,18,Male,Imo,31328.79
FB104161,61,Male,Cross River,220923.44
FB105384,48,Male,Cross River,330066.52
FB100156,37,Unspecified,Unknown,36236.485
FB105776,53,Male,Abuja FCT,126531.36
FB100472,62,Female,Edo,11191.47
FB100742,40,Female,Delta,101300.83
FB102792,53,Female,Cross River,16377.09
FB100031,37,Male,Unknown,9741.72
FB102828,51,Female,Kaduna,34585.94
FB105498,42,Female,Rivers,132878.37
FB101869,33,Male,Enugu,8243.24
FB101242,30,Female,Anambra,93484.1
FB102850,37,Female,Kaduna,28598.95
FB102486,24,Female,Ogun,3661.08
FB103790,53,Male,Abuja FCT,75657.33
FB102899,44,Female,Ogun,17777.67
FB105331,50,Female,Abuja FCT,5504.92
FB102498,47,Male,Lagos,1114817.44
FB104073,46,Male,Plateau,226637.25
FB100177,37,Male,Plateau,12054.79
FB100221,37,Unspecified,Unknown,36236.485
FB101323,33,Female,Enugu,7737.83
FB102656,27,Male,Plateau,44681.88
FB101038,37,Male,Ogun,136526.35
FB104072,52,Male,Oyo,35323.1
FB101042,30,Female,Rivers,9482.62
FB100544,37,Unspecified,Unknown,36236.485
FB101172,18,Male,Edo,121402.65
FB105479,42,Female,Cross River,42059.87
FB101223,41,Female,Ogun,28061.43
FB100469,37,Unspecified,Unknown,19526.22
FB104617,53,Female,Plateau,8572.25
FB102245,37,Unspecified,Unknown,12665.97
FB104467,46,Female,Oyo,34418.79
FB104738,41,Female,Kano,208955.23
FB103787,28,Male,Kaduna,7791.97
FB102133,41,Male,Ogun,4043.7
FB101789,27,Male,Anambra,11238.96
FB103807,57,Female,Edo,11070.03
FB102358,69,Male,Anambra,133610.26
FB101562,36,Male,Edo,81929.83
FB102138,30,Male,Imo,12540.93
FB104381,22,Male,Anambra,68651.67
FB104237,44,Female,Edo,19245.81
FB105250,58,Female,Enugu,157534.22
FB105740,38,Male,Edo,52572.86
FB103358,51,Female,Kaduna,33217.3
FB100865,37,Female,Unknown,24729.48
FB102462,43,Female,Imo,20923.8
FB102471,39,Male,Lagos,16301.48
FB105871,36,Female,Lagos,31962.61
FB103720,60,Female,Imo,783424.33
FB101883,25,Male,Enugu,152338.26
FB102997,49,Female,Delta,43853.78
FB104105,46,Female,Kaduna,73548.17
FB104871,19,Male,Anambra,44655.64
FB103245,39,Male,Abuja FCT,13395.67
FB101294,27,Male,Edo,33864.51
FB102611,37,Unspecified,Unknown,36236.485
FB101744,25,Female,Abuja FCT,6264.42
FB101483,37,Female,Unknown,19391.95
FB100296,37,Male,Imo,52419.21
FB103285,37,Male,Plateau,8493.18
FB102240,22,Male,Delta,49730.99
FB104313,33,Male,Imo,104508.68
FB104834,37,Female,Unknown,48808.19
FB105963,69,Male,Plateau,50582.79
FB103914,40,Male,Anambra,10252.96
FB101600,40,Male,Kano,57987.88
FB103126,72,Male,Enugu,50617.91
FB101354,33,Female,Enugu,202755.22
FB101615,32,Male,Kaduna,3911.25
FB105632,42,Female,Abuja FCT,163217.06
FB105608,52,Male,Ogun,31575.15
FB103477,25,Male,Lagos,5272.64
FB101657,37,Unspecified,Unknown,36236.485
FB100491,25,Male,Delta,34458.72
FB101554,43,Male,Rivers,4643.4
FB102488,55,Male,Kano,41250.03
FB105788,31,Male,Lagos,60801.88
FB105861,33,Male,Rivers,8686.32
FB104462,23,Female,Rivers,73654.54
FB100050,19,Female,Kano,22863.34
FB101163,23,Male,Kaduna,23722.76
FB100319,37,Unspecified,Unknown,36236.485
FB101101,47,Female,Anambra,8755.17
FB103370,18,Female,Enugu,23566.95
FB100747,58,Male,Rivers,329951.9
FB103693,33,Male,Ogun,51316.75
FB100810,39,Female,Edo,7464.35
FB104050,18,Male,Delta,17207.86
FB103467,49,Male,Plateau,61615.54
FB103149,37,Female,Unknown,19065.35
FB102981,37,Unspecified,Unknown,36236.485
FB104934,42,Female,Abuja FCT,25780.82
FB105400,30,Male,Plateau,63818.47
FB103947,18,Male,Oyo,19849.32
FB103917,37,Unspecified,Unknown,36236.485
FB101485,18,Female,Enugu,33674.72
FB102585,37,Male,Cross River,8946.84
FB102789,20,Female,Abuja FCT,36947.4
FB102885,62,Female,Abuja FCT,30313.06
FB104335,52,Female,Ogun,204146.15
FB104698,46,Female,Kwara,21533.44
FB103664,37,Male,Unknown,21568.52
FB101108,32,Female,Cross River,33767.5
FB102767,35,Male,Delta,568633.02
FB104502,35,Male,Oyo,10185.51
FB103407,19,Male,Kwara,44195.67
FB101669,44,Male,Kwara,261973.05
FB100239,78,Female,Enugu,124434.21
FB102858,37,Unspecified,Unknown,36236.485
FB100199,36,Male,Anambra,141718.5
FB101738,50,Male,Kaduna,3582.4
FB104154,29,Female,Plateau,27130.9
FB104347,37,Female,Cross River,98350.15
FB101740,34,Male,Cross River,2072.58
FB102252,35,Female,Kwara,55124.3
FB102795,30,Male,Rivers,27464.6
FB102986,46,Male,Anambra,3397.84
FB103830,55,Female,Kano,42457.08
FB104153,19,Female,Kwara,297380.18
FB100101,52,Male,Oyo,115749.34
FB103379,37,Unspecified,Unknown,36236.485
FB104872,45,Female,Kwara,74314.57
FB100259,39,Male,Kaduna,82994.19
FB102115,18,Male,Delta,161317.58
FB105889,33,Male,Kano,14378.29
FB100501,38,Female,Cross River,17825.22
FB100893,33,Male,Enugu,15877.02
FB104906,43,Female,Kwara,124586.34
FB105874,41,Male,Rivers,5876.97
FB102807,31,Female,Edo,2188.77
FB103308,52,Female,Oyo,489896.07
FB101161,43,Female,Imo,229106.37
FB105231,29,Female,Kano,14324.72
FB101433,27,Male,Ogun,13693.15
FB103964,42,Male,Rivers,7093.5
FB104527,18,Female,Abuja FCT,16995.37
FB104317,23,Male,Edo,10051.4
FB105521,35,Female,Kwara,118482.83
FB102948,18,Male,Lagos,119332.08
FB105686,41,Female,Rivers,27444.78
FB105014,18,Male,Abuja FCT,33141.88
FB101128,49,Female,Kaduna,22860.41
FB101119,32,Female,Edo,77261.44
FB105876,25,Male,Rivers,27229.09
FB100710,37,Unspecified,Unknown,118155.65
FB100969,52,Female,Kaduna,40448.36
FB105512,39,Female,Oyo,210643.41
FB100672,50,Male,Kano,7091.22
FB102803,21,Female,Anambra,23946.14
FB105338,52,Female,Abuja FCT,44161.68
FB105853,28,Female,Abuja FCT,72014.09
FB104515,37,Female,Rivers,27902.97
FB104985,26,Female,Imo,78553.0
FB103410,63,Male,Delta,273016.14
FB103011,70,Female,Kwara,26832.43
FB105380,50,Male,Kano,58500.92
FB105804,21,Female,Delta,15935.54
FB103710,32,Male,Kaduna,35899.85
FB101726,36,Male,Cross River,19600.92
FB103979,39,Female,Ogun,23896.77
FB100088,38,Female,Oyo,179671.86
FB105926,54,Male,Ogun,58753.73
FB100324,34,Female,Plateau,78106.38
FB102851,38,Female,Enugu,18690.21
FB104406,39,Female,Abuja FCT,77202.05
FB100325,62,Female,Abuja FCT,125394.69
FB101129,18,Male,Abuja FCT,45199.57
FB103534,58,Female,Kano,3681.9
FB100132,34,Male,Lagos,9204.41
FB100712,24,Male,Kano,4175.58
FB103317,28,Female,Kwara,23553.44
FB103601,48,Female,Delta,14353.67
FB104730,42,Male,Imo,34729.1
FB104145,36,Female,Plateau,413229.62
FB105488,47,Male,Enugu,19016.85
FB102633,52,Female,Cross River,19876.71
FB102348,44,Female,Delta,147241.18
FB103898,20,Female,Edo,25544.85
FB105540,49,Female,Lagos,243669.91
FB105179,33,Female,Kaduna,41553.62
FB101569,44,Female,Edo,27054.13
FB104083,60,Female,Kaduna,80413.9
FB102941,46,Female,Oyo,6970.73
FB103661,32,Male,Edo,47545.99
FB105550,42,Female,Delta,12204.16
FB104853,58,Male,Plateau,108216.69
FB104172,18,Male,Ogun,52345.15
FB101297,49,Male,Enugu,3066.9
FB102944,18,Female,Ogun,24689.76
FB100371,29,Female,Ogun,37372.86
FB105911,47,Female,Delta,141706.3
FB103641,63,Female,Rivers,34785.0
FB103525,50,Male,Kaduna,56324.87
FB102534,37,Male,Oyo,49916.26
FB103647,37,Male,Cross River,22905.68
FB105595,35,Female,Kwara,26685.56
FB100168,27,Male,Kano,25501.07
FB102405,47,Male,Cross River,4422.83
FB105955,41,Male,Ogun,8550.77
FB101158,48,Female,Kaduna,18416.85
FB104575,46,Male,Ogun,46883.17
FB103409,37,Male,Plateau,19970.92
FB100198,18,Male,Kwara,161016.1
FB105935,59,Female,Plateau,29337.03
FB102892,36,Male,Kaduna,69581.2
FB102273,36,Male,Delta,34093.78
FB105366,31,Male,Anambra,20089.23
FB105933,37,Male,Cross River,3143.77
FB102798,43,Female,Abuja FCT,26786.71
FB103557,51,Male,Enugu,22545.07
FB104405,39,Female,Kaduna,52253.5
FB100230,63,Male,Cross River,37751.86
FB105163,39,Female,Enugu,62813.37
FB102402,34,Male,Lagos,6276.18
FB100964,37,Unspecified,Unknown,36236.485
FB102022,50,Female,Oyo,23003.22
FB100625,37,Unspecified,Unknown,90842.44
FB101807,47,Male,Anambra,81479.06
FB105011,55,Male,Rivers,38998.19
FB101874,56,Male,Lagos,7175.69
FB105363,32,Male,Kano,7145.21
FB104664,40,Male,Delta,70787.55
FB100017,48,Male,Cross River,9481.26
FB103206,18,Male,Rivers,52293.01
FB101561,44,Female,Cross River,24493.61
FB101788,27,Female,Ogun,17995.72
FB101086,33,Male,Edo,42913.16
FB101027,37,Female,Plateau,14747.32
FB101777,18,Female,Oyo,35048.61
FB100439,37,Unspecified,Unknown,36236.485
FB102922,47,Male,Delta,19936.25
FB101328,23,Female,Imo,96690.68
FB101566,18,Female,Kano,188044.15
FB105001,30,Female,Edo,41005.43
FB101545,37,Female,Plateau,83757.71
FB105395,34,Male,Rivers,21020.27
FB101803,27,Male,Ogun,119393.89
FB103755,60,Male,Kaduna,511611.74
FB101221,21,Female,Enugu,77550.03
FB101092,18,Male,Enugu,196177.88
FB105057,34,Male,Enugu,41596.07
FB103973,52,Male,Abuja FCT,88091.57
FB100681,39,Male,Delta,12451.85
FB101954,45,Male,Lagos,16148.02
FB101448,18,Female,Ogun,242114.57
FB105830,26,Male,Cross River,18951.96
FB105096,52,Female,Plateau,35608.93
FB103782,42,Female,Delta,5468.8
FB102865,36,Male,Oyo,38076.21
FB100676,45,Female,Lagos,83706.4
FB102063,26,Male,Oyo,262655.23
FB100393,37,Unspecified,Unknown,36236.485
FB105516,18,Female,Lagos,107971.6
FB100279,43,Male,Plateau,22854.81
FB104088,58,Female,Ogun,195079.94
FB100696,64,Female,Enugu,42200.56
FB101536,40,Female,Cross River,218609.56
FB102908,27,Male,Delta,44080.18
FB101220,60,Male,Lagos,165976.17
FB105637,47,Female,Delta,85241.43
FB100014,30,Male,Abuja FCT,26347.72
FB100746,37,Unspecified,Unknown,36236.485
FB100565,37,Female,Unknown,57763.53
FB105307,40,Male,Abuja FCT,50204.55
FB104404,44,Female,Imo,84460.4
FB104761,50,Female,Anambra,395926.13
FB103333,21,Male,Ogun,28668.37
FB100410,37,Male,Oyo,171147.7
FB103700,37,Unspecified,Unknown,36236.485
FB102902,53,Male,Enugu,42210.37
FB100622,29,Female,Kano,9449.01
FB105839,23,Male,Kano,12660.97
FB101344,47,Female,Cross River,71233.3
FB100065,18,Female,Edo,39160.32
FB104864,31,Male,Lagos,55628.33
FB101225,26,Male,Kaduna,14544.9
FB102418,31,Female,Anambra,15762.02
FB105103,57,Female,Enugu,6916.68
FB101650,42,Male,Abuja FCT,12942.63
FB101630,34,Female,Kaduna,38200.47
FB100351,28,Male,Edo,7713.23
FB103753,40,Male,Enugu,15472.7
FB105280,32,Female,Rivers,71165.38
FB105017,18,Male,Kaduna,21062.79
FB101580,37,Unspecified,Unknown,59963.7
FB102118,37,Unspecified,Unknown,24784.34
FB100730,36,Female,Imo,9445.29
FB105701,29,Male,Enugu,11066.81
FB104174,45,Male,Kaduna,149121.27
FB103992,41,Female,Delta,14402.41
FB102505,58,Female,Ogun,81381.45
FB105149,52,Female,Enugu,59298.3
FB102746,37,Unspecified,Unknown,36236.485
FB103861,40,Female,Ogun,36819.18
FB103002,35,Female,Lagos,91205.45
FB103181,31,Female,Delta,76997.92
FB103634,40,Female,Ogun,14505.77
FB102191,29,Female,Delta,45148.32
FB104956,37,Male,Delta,87155.59
FB100420,37,Female,Abuja FCT,76290.33
FB101362,63,Female,Edo,36463.43
FB100373,40,Male,Enugu,15820.77
FB103487,55,Male,Imo,37304.72
FB101084,34,Female,Anambra,60657.24
FB101176,46,Male,Lagos,8082.44
FB103414,35,Female,Kaduna,22486.24
FB104734,37,Male,Kaduna,32738.4
FB100604,37,Male,Unknown,248832.29
FB101090,35,Female,Kaduna,24509.35
FB100181,37,Male,Kwara,56493.61
FB101971,30,Female,Abuja FCT,2619.31
FB100538,18,Female,Abuja FCT,22676.25
FB101188,33,Male,Anambra,8445.15
FB104959,35,Female,Plateau,40336.35
FB105942,38,Male,Plateau,83892.5
FB105489,52,Male,Delta,55283.9
FB102439,29,Male,Abuja FCT,105304.2
FB104957,46,Female,Ogun,49956.22
FB105203,39,Female,Edo,15914.33
FB100530,48,Female,Ogun,1582.25
FB105870,37,Female,Ogun,31915.55
FB101477,37,Female,Oyo,248227.15
FB105640,65,Female,Anambra,25079.36
FB105119,18,Female,Ogun,91485.8
FB105749,34,Female,Plateau,22529.11
FB104725,35,Male,Delta,57376.09
FB102149,25,Female,Edo,15187.44
FB104392,22,Female,Ogun,46526.73
FB100787,37,Unspecified,Unknown,34919.28
FB101867,48,Female,Imo,31752.83
FB104098,46,Male,Kaduna,356852.49
FB101192,38,Male,Imo,15766.7
FB101272,69,Female,Delta,58469.22
FB101074,37,Unspecified,Unknown,36236.485
FB102091,26,Male,Kaduna,19083.92
FB105075,38,Female,Ogun,14184.61
FB104211,30,Male,Plateau,13965.65
FB100015,30,Female,Ogun,278592.66
FB105918,37,Male,Ogun,52992.73
FB100706,43,Male,Ogun,392975.51
FB102778,38,Female,Kwara,115122.33
FB103926,42,Female,Ogun,65870.99
FB100926,37,Unspecified,Unknown,36236.485
FB102842,30,Female,Kwara,7020.28
FB101839,53,Male,Cross River,33120.58
FB101732,40,Male,Cross River,8346.54
FB101370,43,Female,Rivers,60452.75
FB101891,24,Female,Anambra,10002.03
FB101345,24,Female,Enugu,27764.44
FB104436,18,Female,Enugu,26088.72
FB103090,50,Male,Lagos,25952.18
FB100805,34,Female,Imo,6506.07
FB100763,62,Male,Cross River,198306.26
FB105055,28,Male,Delta,282270.04
FB100683,37,Female,Anambra,13009.11
FB102127,41,Male,Plateau,113435.28
FB105242,45,Male,Enugu,39294.33
FB104792,52,Female,Edo,6426.75
FB105707,38,Male,Kaduna,17917.7
FB103543,39,Male,Abuja FCT,4560.82
FB105894,58,Male,Delta,76674.12
FB102699,18,Male,Abuja FCT,51156.25
FB104119,59,Female,Oyo,12564.33
FB102080,37,Unspecified,Unknown,36236.485
FB100008,24,Male,Anambra,51311.6
FB103347,44,Male,Rivers,11075.76
FB105089,57,Female,Lagos,124265.04
FB105743,18,Female,Edo,10813.39
FB101322,23,Male,Anambra,15317.66
FB102417,18,Male,Cross River,40226.34
FB104635,57,Male,Kano,148194.14
FB100549,49,Female,Cross River,53164.03
FB105344,53,Female,Enugu,20827.05
FB105374,18,Female,Cross River,30453.54
FB104272,38,Male,Delta,302221.19
FB100426,29,Female,Rivers,134311.66
FB100033,37,Male,Imo,109522.6
FB101472,42,Male,Rivers,10275.72
FB100044,31,Female,Kwara,63869.31
FB100691,66,Male,Delta,18652.09
FB104885,18,Male,Lagos,49620.87
FB103437,20,Female,Rivers,13511.82
FB101420,41,Male,Edo,6847.87
FB104292,34,Female,Kaduna,67007.66
FB104532,43,Female,Delta,24251.12
FB101888,18,Male,Ogun,9402.32
FB101407,61,Male,Kano,88926.63
FB103226,23,Male,Plateau,18379.01
FB100063,25,Male,Rivers,19478.62
FB105657,36,Male,Kaduna,14001.33
FB103378,42,Male,Kaduna,62393.46
FB103688,44,Male,Abuja FCT,70972.59
FB105095,27,Male,Edo,27108.13
FB100227,31,Male,Plateau,15181.61
FB100996,37,Unspecified,Unknown,36236.485
FB102142,27,Female,Abuja FCT,45413.27
FB105899,60,Female,Kaduna,7043.16
FB105591,47,Male,Kaduna,23636.94
FB101253,76,Male,Anambra,142792.46
FB101620,38,Male,Oyo,851916.13
FB103836,42,Female,Plateau,26397.39
FB104861,39,Male,Lagos,37286.18
FB102559,18,Female,Oyo,89189.69
FB105572,53,Female,Oyo,97551.22
FB103800,36,Male,Kano,20743.68
FB103580,41,Female,Kwara,34098.29
FB103082,58,Male,Lagos,18528.48
FB104384,38,Female,Ogun,85631.76
FB103231,35,Male,Lagos,70193.69
FB103481,44,Male,Edo,24925.25
FB105269,18,Female,Enugu,283616.97
FB102877,35,Female,Rivers,11539.15
FB103491,34,Female,Lagos,17345.83
FB103950,18,Male,Kano,10533.28
FB103750,60,Female,Plateau,41524.09
FB105825,57,Male,Imo,26092.69
FB102067,36,Female,Imo,23692.95
FB104479,50,Female,Cross River,26111.6
FB100994,29,Male,Lagos,58402.55
FB100473,18,Female,Lagos,16964.89
FB103856,34,Female,Ogun,52394.33
FB105602,55,Male,Enugu,34504.8
FB100705,55,Female,Abuja FCT,66960.15
FB100297,51,Female,Cross River,20722.64
FB100303,27,Female,Kwara,9236.14
FB103336,42,Female,Cross River,41635.74
FB103929,18,Male,Kano,66107.71
FB100800,35,Male,Edo,164779.59
FB103611,35,Male,Ogun,1120683.41
FB104896,40,Female,Anambra,12685.95
FB100655,37,Female,Anambra,89280.91
FB101197,36,Female,Edo,7371.6
FB103077,47,Female,Anambra,59476.35
FB102499,48,Female,Oyo,14287.32
FB100240,36,Male,Enugu,12694.26
FB101411,37,Male,Kwara,7741.04
FB105952,34,Female,Imo,620524.95
FB101831,42,Female,Delta,51206.21
FB102799,39,Male,Oyo,60167.85
FB105717,18,Female,Delta,9612.95
FB101611,55,Male,Cross River,78020.21
FB103838,35,Female,Cross River,691.46
FB104442,60,Male,Kaduna,58213.04
FB105087,29,Male,Plateau,29125.57
FB105772,40,Female,Anambra,151127.99
FB102446,30,Male,Edo,31684.3
FB101514,31,Female,Anambra,37717.71
FB105793,30,Male,Abuja FCT,12873.77
FB103213,27,Female,Lagos,189269.52
FB101559,51,Male,Abuja FCT,224346.68
FB100783,38,Female,Imo,64057.29
FB100333,34,Female,Rivers,189926.47
FB102570,30,Male,Lagos,65516.37
FB105502,52,Female,Lagos,28765.2
FB103984,32,Male,Enugu,126258.31
FB105777,43,Male,Oyo,63537.71
FB102915,34,Female,Oyo,31838.08
FB102431,29,Male,Kano,8220.52
FB102894,18,Female,Oyo,40299.05
FB102008,31,Male,Imo,78103.08
FB104326,45,Female,Edo,31209.72
FB104112,49,Female,Oyo,21424.9
FB102687,43,Female,Cross River,81931.84
FB100247,57,Female,Plateau,65696.51
FB102968,53,Male,Imo,6382.63
FB103024,20,Male,Kwara,14084.71
