age,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,location,customer_id,gender,actual_conversion,predicted_probability,predicted_label
37,36236.485,68,8,64463.38,8057.9225,0.0,0.3913409442694442,0.0,0.0502928949738595,0.0,0.082764353963444,0.0,0.1520109556774714,0.3235908511157808,Unknown,FB104828,Unspecified,1,0.35186898712876835,0
32,8085.45,107,5,100489.79,20097.958,0.0,0.296610431766252,0.0146021799826629,0.0,0.0,0.0,0.0535139938097193,0.0,0.6352733944413657,Delta,FB102150,Female,0,0.24627658094943441,0
37,41318.27,52,11,76936.41,6994.219090909091,0.0328115127804897,0.0656139271380091,0.0,0.0,0.0,0.0487866538092952,0.2826718844822627,0.475545063774096,0.0945709580158471,Kano,FB100152,Male,0,0.5335605113563353,1
47,3958.45,292,5,40254.57,8050.914,0.0,0.0,0.0,0.0,0.0,0.1588132726296666,0.8411867273703334,0.0,0.0,Abuja FCT,FB103835,Male,0,0.18004076346080297,0
38,15855.0,19,9,43714.59,4857.176666666666,0.03319738329926,0.0,0.0,0.3908436519706579,0.0,0.0,0.2118221856821715,0.3641367790479106,0.0,Kano,FB100694,Male,0,0.41787350921134714,0
25,80446.02,5,5,36172.86,7234.572,0.6670940589159938,0.0,0.0817143018273921,0.0,0.0,0.0455523837484788,0.0,0.2056392555081351,0.0,Delta,FB103988,Male,0,0.24730405809576492,0
23,15829.76,153,11,85462.07,7769.279090909092,0.0,0.016813306768722,0.0269244590026897,0.1752343466522633,0.3581990232626005,0.0842178290322244,0.0699221303673079,0.1209496797819196,0.1477392251322721,Imo,FB103425,Female,1,0.4632345295672461,0
20,82255.91,71,4,28970.58,7242.644999999999,0.2680978427080162,0.1700124747243583,0.0,0.0,0.0,0.0,0.0,0.3906576948062483,0.1712319877613772,Kano,FB100361,Male,0,0.21738194070954742,0
26,12621.32,72,6,64136.21,10689.368333333334,0.2018918797976993,0.0,0.0,0.0136224139218703,0.0,0.0,0.0,0.5956312354596568,0.1888544708207734,Lagos,FB104976,Female,0,0.28998751261272265,0
62,41653.04,3,5,24390.62,4878.124,0.0,0.0,0.3604373320563397,0.3573287599905209,0.0,0.068245907648104,0.0,0.0,0.2139880003050353,Cross River,FB105752,Male,0,0.23514193873990424,0
42,12207.43,191,6,18971.02,3161.8366666666666,0.4065211042948665,0.1808026136707461,0.0,0.121784701086183,0.0,0.0,0.0316345668287735,0.2592570141194305,0.0,Plateau,FB104623,Male,0,0.19150860493280883,0
18,28034.71,47,7,542824.9541500111,77546.42202143015,0.0,0.0,0.0,0.0441998287229985,0.0,0.0279894648981101,0.9278107063788914,0.0,0.0,Oyo,FB103177,Male,1,0.7421550712597045,1
34,3914.55,36,4,24369.725,6092.43125,0.0887158143967566,0.2078375935715319,0.0,0.0,0.0,0.0,0.0,0.7034465920317114,0.0,Cross River,FB103594,Female,0,0.2005493897373536,0
71,3058.33,163,6,45064.52,7510.753333333333,0.0272802195607542,0.0740185405281139,0.0989556751076012,0.1295143052672035,0.0,0.0,0.0,0.6205871048887239,0.049644154647603,Cross River,FB102688,Male,0,0.2226850676874219,0
56,8269.0,37,11,51983.41,4725.764545454545,0.0348690091704257,0.0,0.7532037625080771,0.0,0.0,0.0669648258934917,0.0,0.0905113766103454,0.0544510258176599,Ogun,FB103128,Male,0,0.4555693031450693,0
48,63449.62,29,7,157431.37,22490.19571428572,0.0,0.0,0.0,0.1641940866042136,0.0,0.0078574556011295,0.0790069984146107,0.0,0.7489414593800461,Rivers,FB100445,Male,1,0.4021168141086792,0
41,372682.96,78,4,15482.65,3870.6625,0.0,0.0,0.0,0.0,0.3039305286885643,0.0660397283410785,0.0,0.3011674358071777,0.3288623071631794,Kaduna,FB105094,Male,0,0.3322426328232754,0
49,1782.07,187,4,16256.740000000002,4064.185,0.0,0.0,0.0,0.1613527681441666,0.0,0.0199750995587061,0.8186721322971273,0.0,0.0,Abuja FCT,FB105108,Male,1,0.1709215839650979,0
40,56957.18,32,4,16314.79,4078.6975,0.3702248082874496,0.5188463964292522,0.05293601695149,0.0,0.0,0.0,0.0,0.0579927783318081,0.0,Ogun,FB104353,Male,0,0.20101551995405656,0
58,108216.69,58,3,26029.24,8676.413333333332,0.0,0.0,0.0740386580630091,0.0,0.0,0.8595441126978737,0.0664172292391172,0.0,0.0,Plateau,FB104853,Male,0,0.18364723073531558,0
38,44165.5,107,3,63868.71000000001,21289.570000000003,0.0,0.1660027265307221,0.0,0.1523072878722617,0.6816899855970161,0.0,0.0,0.0,0.0,Cross River,FB105205,Female,1,0.19816025699347437,0
50,413153.84,14,3,27308.69,9102.896666666667,0.1205813973500742,0.0,0.0,0.0266882080392724,0.0,0.8527303946106531,0.0,0.0,0.0,Kaduna,FB100614,Male,0,0.33021747169230364,0
37,12326.0,499,1,20753.33,20753.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogun,FB101658,Female,0,0.06357681681713394,0
43,10772.46,80,7,51351.29,7335.898571428572,0.0,0.2311410287842817,0.1132337668635004,0.0281124388501243,0.0,0.0950646030508678,0.0,0.0788587784260142,0.4535893840252115,Kwara,FB104231,Male,0,0.2795162262145681,0
21,70871.55,103,3,14416.78,4805.593333333333,0.0,0.0,0.243174273312071,0.0,0.0,0.0525803958997778,0.0,0.704245330788151,0.0,Abuja FCT,FB103156,Male,1,0.17432755040449446,0
18,37470.28,124,6,45724.69,7620.781666666667,0.4627364340797061,0.0,0.0988385049740085,0.0,0.0,0.2677076651585828,0.0,0.1707173957877024,0.0,Ogun,FB101997,Female,0,0.2288827118015099,0
41,19129.09,180,5,64235.16,12847.032,0.0,0.0,0.0,0.056174842562858,0.0,0.0859737875643183,0.6074811676346723,0.2503702022381511,0.0,Enugu,FB101032,Male,0,0.2263386217260489,0
33,6617.14,276,2,6576.91,3288.455,0.0,0.0,0.0,0.0,0.0,0.2117362104696582,0.0,0.0,0.7882637895303418,Kaduna,FB103043,Female,0,0.09017472596636521,0
37,26016.92,79,2,40226.82,20113.41,0.0,0.0610590148562575,0.9389409851437424,0.0,0.0,0.0,0.0,0.0,0.0,Ogun,FB100866,Female,0,0.14711653123895857,0
40,8359.23,39,6,54203.02,9033.836666666668,0.0,0.0,0.1247900947216594,0.7800253565207252,0.0,0.0734918460262915,0.0,0.0,0.0216927027313238,Anambra,FB100390,Female,0,0.2640508141813645,0
37,23685.77,353,11,60623.21,5511.200909090909,0.0,0.0228196428397638,0.0306054397317463,0.0788313584846464,0.1047903929864486,0.6393430832844385,0.0,0.1056737180363758,0.0179363646365806,Ogun,FB100987,Female,0,0.33024610548655225,0
36,49361.38,75,5,13353.73,2670.746,0.5834392338320454,0.0309486562930357,0.0,0.2506348413514426,0.0,0.0,0.0854248213794947,0.0495524471439814,0.0,Anambra,FB100457,Male,0,0.19775932425490986,0
56,22893.81,259,4,36324.4,9081.1,0.0,0.0,0.0701718404158086,0.629868352952836,0.0,0.1692011430333329,0.1307586635980222,0.0,0.0,Edo,FB102404,Female,0,0.1492605860809749,0
39,24843.18,128,2,10789.95,5394.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Plateau,FB102716,Male,0,0.11231288172692178,0
18,61746.16,11,6,31555.870000000003,5259.311666666667,0.1035230529216909,0.0,0.1905658123195462,0.3955371853160759,0.0,0.0339623024179019,0.0491544045529405,0.0,0.2272572424718444,Cross River,FB104677,Male,1,0.2825919763268051,0
54,14314.85,48,10,56978.66,5697.866,0.107615201901905,0.0,0.1088198634365918,0.0068216767470488,0.0,0.1011138205075374,0.6133031208526141,0.0316307894920659,0.0306955270622369,Delta,FB101488,Male,1,0.4479873683094384,0
44,14314.2,253,4,65836.84000000001,16459.210000000003,0.7226578614647969,0.0722249123742877,0.0,0.2051172261609154,0.0,0.0,0.0,0.0,0.0,Imo,FB100815,Female,1,0.14491222733587297,0
49,48567.96,280,8,83181.12,10397.64,0.0,0.0,0.020309296147972,0.0157387878403176,0.4762547077990775,0.2700271407742526,0.0043616868827926,0.0,0.2133083805555876,Kaduna,FB103777,Female,0,0.30286939103006405,0
37,36236.485,116,7,31708.535,4529.790714285714,0.0946741941877794,0.159734437431436,0.0395253202331801,0.1597364873526954,0.0,0.4955167433626309,0.0,0.0,0.050812817432278,Unknown,FB100811,Unspecified,0,0.25974775576790093,0
68,7784.75,152,9,104561.75,11617.972222222224,0.0,0.0431982058448715,0.0195199487384249,0.0810741977826499,0.0,0.3594807852775991,0.0144915325154753,0.4822353298409791,0.0,Kaduna,FB104348,Female,0,0.39369896289129197,0
40,35904.3,47,10,67225.38,6722.5380000000005,0.3005321799594141,0.166735093204382,0.1430584698814644,0.1121448476750893,0.0,0.1682440471143487,0.0,0.1092853621653012,0.0,Kaduna,FB104120,Female,1,0.4587524257851193,0
65,209795.1,175,5,68235.95,13647.19,0.4063440166070817,0.0,0.0,0.0,0.0,0.2613872892514869,0.0,0.3322686941414313,0.0,Kaduna,FB101767,Male,0,0.279761169092214,0
33,28915.18,34,8,50663.2,6332.9,0.0095067030902114,0.0,0.3186904893492712,0.0585415054714269,0.257732831720065,0.2474243632459063,0.1038463815945301,0.0042577255285887,0.0,Abuja FCT,FB105422,Male,1,0.36941164019495243,0
53,20815.17,89,4,23002.86,5750.715,0.0,0.0,0.1256956743639704,0.0,0.0,0.4070124323671056,0.4672918932689239,0.0,0.0,Anambra,FB102603,Female,0,0.184271961477734,0
45,119561.71,59,8,32414.01,4051.75125,0.269187922136138,0.0531878036688456,0.1502945794118037,0.0356694528075977,0.0,0.1085305397264948,0.1890805858331011,0.1940491164160188,0.0,Ogun,FB105792,Female,0,0.3665514980289568,0
35,42675.7,142,7,103422.46,14774.637142857142,0.2918249092121769,0.0,0.5144427042249817,0.0,0.0,0.0,0.1447712614842076,0.0264514110377958,0.0225097140408379,Abuja FCT,FB100448,Female,0,0.3161097626569915,0
38,38419.4,170,4,27148.28,6787.07,0.1843173858528054,0.5041288066868325,0.0,0.0,0.0,0.0,0.1853601775140082,0.1261936299463538,0.0,Abuja FCT,FB101751,Male,0,0.18116657774490444,0
22,8379.63,15,4,18983.31,4745.8275,0.2029082388687747,0.0,0.0,0.2806807664206084,0.0,0.0,0.0168131901127885,0.0,0.4995978045978284,Kwara,FB102228,Female,0,0.180959735298422,0
35,118482.83,95,4,19529.89,4882.4725,0.0,0.3929407692516444,0.2301354487915702,0.3072116637625711,0.0,0.0,0.0,0.0,0.069712118194214,Kwara,FB105521,Female,1,0.20709771552211512,0
29,185742.82,42,8,39802.0,4975.25,0.0,0.0279744736445404,0.1757650369328174,0.2140806994623385,0.0,0.1270596954926888,0.2328666901160745,0.1068657353901814,0.1153876689613587,Enugu,FB103786,Male,1,0.4293546373451166,0
39,638926.74,79,6,46466.04,7744.34,0.514433336690624,0.0,0.0386656577577947,0.3189120484551728,0.0,0.0,0.0136773006694781,0.0,0.1143116564269302,Kano,FB103891,Female,0,0.5377247935616913,1
26,42013.52,176,3,480299.3941500111,160099.79805000368,0.0,0.0014474721568831,0.9789008894797088,0.0,0.0,0.019651638363408,0.0,0.0,0.0,Plateau,FB103085,Female,0,0.5584177025063412,1
34,36407.01,66,8,151111.35,18888.91875,0.0,0.50601963386602,0.426818435544385,0.0283255361030127,0.0034389872104246,0.0049321245558325,0.0,0.0,0.0304652827203251,Abuja FCT,FB102065,Female,0,0.4436083242680682,0
52,33814.38,24,7,40729.69,5818.527142857143,0.1972116654951216,0.7086049513266611,0.0196718904563231,0.0,0.0163305932355488,0.0581808994863452,0.0,0.0,0.0,Oyo,FB105823,Male,0,0.31528727013319224,0
51,46939.44,470,2,32368.86,16184.43,0.0,0.0,0.0,0.5089020744011374,0.0,0.0,0.4910979255988626,0.0,0.0,Abuja FCT,FB105141,Male,0,0.08726590480299352,0
40,968772.32,223,7,64588.28,9226.897142857142,0.1214907720100303,0.0157214280981007,0.0,0.0,0.0307752428149503,0.3347836480550341,0.2808351608062639,0.0,0.2163937482156205,Abuja FCT,FB101260,Male,0,0.7049740088661238,1
52,27710.5,20,7,90199.64,12885.662857142856,0.0,0.0134789894948582,0.0316572216917938,0.5296638656207497,0.0,0.1505349688757072,0.1080221606205967,0.0,0.1666427936962941,Kano,FB105240,Male,0,0.3614437071800555,0
35,115306.78,87,8,152136.32,19017.04,0.0,0.2445138675629856,0.0,0.0559325347162334,0.0212395041499623,0.0011668482581937,0.6534624999474156,0.0,0.0236847453652093,Rivers,FB104568,Male,0,0.4870534362333518,0
56,2352.92,60,2,24822.69,12411.345,0.0,0.0,0.0,0.995971427754204,0.0,0.004028572245796,0.0,0.0,0.0,Enugu,FB101645,Male,0,0.1400600055691753,0
37,80656.99,143,8,186678.17,23334.77125,0.042522915239634,0.0024308680548989,0.0470059246884625,0.2031460882651678,0.0,0.6640640949072941,0.0,0.0408301088445424,0.0,Kaduna,FB105882,Male,0,0.4477906829712396,0
52,24006.24,83,5,49082.9,9816.58,0.0,0.0,0.1638990361205226,0.0364805258043025,0.0,0.2276558638548252,0.0,0.5719645742203496,0.0,Lagos,FB101728,Male,0,0.2495084995572446,0
37,21568.52,92,3,89903.34,29967.78,0.0,0.9794893048467388,0.0161692546684027,0.0,0.0,0.0,0.0,0.0043414404848585,0.0,Unknown,FB103664,Male,0,0.2136929383659834,0
18,10514.98,139,4,118748.47,29687.1175,0.0,0.0120631448977826,0.0,0.0,0.0,0.028215521429455,0.4166462102627511,0.0,0.5430751234100111,Kaduna,FB100953,Female,0,0.24775744988360238,0
42,44956.79,85,4,70907.6,17726.9,0.0,0.0189423982760663,0.0,0.0,0.0,0.0,0.0308229301231461,0.0,0.9502346716007876,Imo,FB101786,Female,0,0.21240007334669514,0
18,13062.99,89,8,87145.59,10893.19875,0.0,0.2185352121662152,0.0514736316547974,0.5229747139241355,0.0,0.2070164422548519,0.0,0.0,0.0,Kwara,FB101195,Female,0,0.3478023078791358,0
43,16064.26,84,5,16385.93,3277.186,0.0934014730930743,0.0,0.4699794274722277,0.0,0.0,0.1730606685125592,0.0,0.0,0.2635584309221386,Kano,FB104422,Male,0,0.20057018809411842,0
60,20775.12,239,6,18188.65,3031.441666666667,0.1222383189516539,0.0453524588136007,0.0953996035989477,0.0,0.0,0.0673628883946857,0.0,0.2423797258180239,0.4272670044230879,Cross River,FB104458,Female,1,0.17741881363027148,0
48,70454.39,40,8,91874.78,11484.3475,0.0,0.2744320040820778,0.0,0.0,0.0,0.4357216420001223,0.0,0.1293019694849881,0.1605443844328117,Oyo,FB103887,Female,0,0.39578648675056777,0
30,7728.52,53,3,9342.16,3114.0533333333333,0.0,0.0,0.0,0.0828084725588086,0.0,0.0,0.0,0.9171915274411911,0.0,Abuja FCT,FB100374,Male,0,0.16969706785160252,0
55,16130.86,144,4,512368.8941500111,128092.22353750278,0.0,0.0487230983087177,0.0,0.0,0.0,0.0080660243960672,0.9176308505807854,0.0255800267144295,0.0,Lagos,FB103574,Female,0,0.6565661821632675,1
41,47860.52,72,5,26292.31,5258.462,0.0,0.0743662310386573,0.0,0.5224565661974927,0.0,0.0,0.2635797311076889,0.0,0.139597471656161,Plateau,FB104923,Female,0,0.22993171108721663,0
24,185318.22,164,5,25199.27,5039.854,0.1200745100949352,0.0,0.123978988280216,0.1634606875516632,0.0,0.0,0.0,0.0,0.5924858140731855,Oyo,FB101361,Female,0,0.2240581511481833,0
41,15796.75,49,12,44977.27,3748.105833333333,0.2201918880358901,0.1452171285629385,0.1384557132969608,0.0499574562884763,0.0,0.2174104831173612,0.2178569308452914,0.0,0.0109103998530813,Edo,FB101780,Male,1,0.5187685319088678,1
36,9751.5,360,5,140615.6,28123.120000000003,0.0,0.0,0.1592287768924642,0.3537230577546161,0.0,0.0,0.4870481653529196,0.0,0.0,Imo,FB101685,Female,1,0.2080223737675101,0
26,40533.16,139,5,92673.67,18534.734,0.74995087601473,0.0,0.0,0.111565345367244,0.0,0.138483778618026,0.0,0.0,0.0,Cross River,FB102223,Male,0,0.21847396804128255,0
20,64337.14,99,11,292890.53,26626.41181818182,0.0,0.086958222923766,0.0651636978498417,0.1177069125451068,0.0,0.0381654196876901,0.6668083464494396,0.0,0.0251974005441555,Lagos,FB102112,Male,1,0.708513605853051,1
25,7961.88,170,4,30946.84,7736.709999999999,0.0,0.0,0.0641206016510894,0.0,0.0,0.0,0.6600405728016172,0.2758388255472934,0.0,Anambra,FB100990,Male,0,0.17642755474531888,0
28,44112.7,6,7,82267.17,11752.452857142856,0.0,0.5271361589319288,0.0042729074064417,0.0,0.0,0.0,0.0,0.4685909336616295,0.0,Plateau,FB101200,Female,0,0.3795961826323503,0
35,91552.46,130,6,40512.3,6752.05,0.4366451670233484,0.1067167255376762,0.0882324627335401,0.01076808771657,0.0,0.0265166381568066,0.3311209188320583,0.0,0.0,Anambra,FB104158,Male,1,0.2549802094435755,0
69,54458.12,95,5,44790.3,8958.060000000001,0.1336061602623782,0.0,0.0,0.1213396650614083,0.0,0.0,0.3721234285101908,0.0,0.3729307461660225,Kwara,FB105816,Female,1,0.2253937402814747,0
40,57987.88,26,10,35125.21,3512.521,0.3161689282427066,0.1776897561608884,0.1039273501852373,0.1376620951162996,0.0,0.0,0.0347263404261497,0.2298255298687182,0.0,Kano,FB101600,Male,0,0.4528559781613329,0
44,35244.49,36,12,130474.25,10872.854166666666,0.0206751140550721,0.0,0.0825572862078149,0.5217086130021824,0.0,0.0,0.105327986173517,0.0,0.2697310005614134,Lagos,FB105690,Female,1,0.612486263547349,1
46,186459.77,38,8,83455.43000000001,10431.92875,0.0098369872397757,0.0059039897104358,0.0,0.133231714221591,0.0,0.0,0.7113335824882814,0.1396937263399158,0.0,Lagos,FB101227,Male,1,0.5190187087140152,1
37,36236.485,398,2,53198.65,26599.325,0.0,0.0,0.0,0.0,0.0,0.0,0.1305950432952716,0.8694049567047285,0.0,Unknown,FB102187,Unspecified,0,0.10117603629311356,0
51,87235.98,69,5,124415.86,24883.172,0.0338263144264726,0.9275558598397344,0.0,0.0,0.0,0.0,0.0,0.0386178257337931,0.0,Anambra,FB102384,Female,0,0.32805080375336965,0
25,24934.21,137,4,66595.07,16648.7675,0.0,0.0453625170752129,0.0487247779753065,0.3766088090304582,0.0,0.5293038959190222,0.0,0.0,0.0,Anambra,FB102840,Male,0,0.1869221878823805,0
45,61219.21,106,6,115658.33,19276.38833333333,0.003418084974943,0.0,0.0,0.0,0.4366322771563449,0.0,0.1322155524811744,0.0,0.4277340853875375,Edo,FB105484,Male,0,0.33013966276071394,0
26,262655.23,64,7,367688.97,52526.99571428571,0.539054135890995,0.3611668307591603,0.0,0.0137752568427603,0.0,0.0036441941676955,0.0,0.0823595823393886,0.0,Oyo,FB102063,Male,1,0.6608082015793495,1
34,59193.07,54,12,120871.34,10072.611666666666,0.0,0.065669247978884,0.0470885819583037,0.1478728538957208,0.0,0.0624416838598794,0.1719446479206733,0.325431322263822,0.1795516621227166,Delta,FB103886,Female,0,0.5958487076444154,1
37,10749.28,262,7,62658.4,8951.2,0.0228550361962641,0.1762606450212581,0.0,0.0,0.4928304904051173,0.0356988049487379,0.1419618119837085,0.0121998008247896,0.1181934106201243,Kwara,FB104621,Male,0,0.2385594193738231,0
57,70426.87,172,1,514.64,514.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ogun,FB101495,Female,0,0.09699789311847913,0
27,81535.7,13,8,157714.68,19714.335,0.167821029722788,0.0071504440804115,0.0,0.1721950042950979,0.0,0.0,0.0,0.564639322097347,0.0881941998043555,Rivers,FB103981,Male,0,0.4743271638177997,0
39,37815.0,225,8,94738.27,11842.28375,0.0,0.0682059108742433,0.7781121610094842,0.0056019600104582,0.0,0.0409585271084219,0.0739265135409375,0.0252031201329726,0.0079918073234818,Delta,FB102741,Male,1,0.3062827840814587,0
27,10663.15,78,6,28255.37,4709.2283333333335,0.0,0.3501631725226036,0.2527140858534147,0.1274306441571991,0.1302311737556436,0.0,0.1394609237111388,0.0,0.0,Kaduna,FB101822,Female,1,0.27135941136823327,0
54,71562.78,75,8,136988.85,17123.60625,0.0365277904004595,0.0,0.0,0.0,0.0,0.0814056764473896,0.7121741659996416,0.1698923671525091,0.0,Edo,FB103765,Female,0,0.4683540054807635,0
58,96860.26,144,11,283082.15,25734.740909090902,0.0130839051490883,0.0,0.0030555087984177,0.1441024804990353,0.0,0.5105052367307511,0.0027229904817382,0.3079237246149218,0.0186061537260473,Cross River,FB104495,Female,0,0.6364367965927045,1
18,15060.15,180,10,127634.41,12763.441,0.0404647931541345,0.0532177803775643,0.0518431510750118,0.0,0.0,0.0523206085255535,0.2656683256497992,0.5028879751158014,0.033597366102135,Kaduna,FB105837,Male,0,0.46513267723501145,0
39,82994.19,73,7,254013.28000000003,36287.61142857144,0.0,0.0356421916208475,0.1181925212729035,0.0050824508072963,0.0,0.0,0.0094543088455847,0.6615942284592364,0.1700342989941313,Kaduna,FB100259,Male,0,0.5211213882560972,1
